,TA1,date,power
6354,10.6,2018-02-14 03:00:00,14.2
6355,10.699999999999998,2018-02-14 03:10:00,14.8
6356,10.78,2018-02-14 03:20:00,14.9
6357,10.733333333333334,2018-02-14 03:30:00,14.0
6358,10.675,2018-02-14 03:40:00,15.1
6359,10.625,2018-02-14 03:50:00,14.5
6360,10.55,2018-02-14 04:00:00,15.3
6361,10.4,2018-02-14 04:10:00,14.3
6362,10.34,2018-02-14 04:20:00,14.9
6363,10.3,2018-02-14 04:30:00,14.1
6364,10.2,2018-02-14 04:40:00,15.0
6365,10.3,2018-02-14 04:50:00,15.7
6366,10.45,2018-02-14 05:00:00,14.7
6367,10.525,2018-02-14 05:10:00,15.2
6368,10.625,2018-02-14 05:20:00,14.4
6369,10.8,2018-02-14 05:30:00,15.2
6370,10.733333333333334,2018-02-14 05:40:00,14.0
6371,10.675,2018-02-14 05:50:00,15.7
6372,10.7,2018-02-14 06:00:00,16.9
6373,10.65,2018-02-14 06:10:00,18.4
6374,10.6,2018-02-14 06:20:00,17.4
6375,10.65,2018-02-14 06:30:00,21.7
6376,10.56,2018-02-14 06:40:00,19.2
6377,10.52,2018-02-14 06:50:00,17.7
6378,10.566666666666666,2018-02-14 07:00:00,17.4
6379,10.6,2018-02-14 07:10:00,18.8
6380,10.74,2018-02-14 07:20:00,18.4
6381,10.8,2018-02-14 07:30:00,28.8
6382,10.875,2018-02-14 07:40:00,34.0
6383,11.1,2018-02-14 07:50:00,44.1
6384,11.42,2018-02-14 08:00:00,52.0
6385,11.8,2018-02-14 08:10:00,49.4
6386,11.94,2018-02-14 08:20:00,49.7
6387,11.84,2018-02-14 08:30:00,48.8
6388,11.85,2018-02-14 08:40:00,52.5
6389,12.06,2018-02-14 08:50:00,62.0
6390,12.36,2018-02-14 09:00:00,63.7
6391,12.54,2018-02-14 09:10:00,67.3
6392,12.8,2018-02-14 09:20:00,66.7
6393,13.14,2018-02-14 09:30:00,62.7
6394,13.26,2018-02-14 09:40:00,59.9
6395,13.32,2018-02-14 09:50:00,63.4
6396,13.7,2018-02-14 10:00:00,66.4
6397,14.0,2018-02-14 10:10:00,68.4
6398,14.179999999999998,2018-02-14 10:20:00,67.7
6399,14.35,2018-02-14 10:30:00,63.4
6400,14.48,2018-02-14 10:40:00,65.8
6401,14.52,2018-02-14 10:50:00,64.6
6402,14.62,2018-02-14 11:00:00,63.9
6403,14.580000000000002,2018-02-14 11:10:00,63.0
6404,14.76,2018-02-14 11:20:00,69.7
6405,14.78,2018-02-14 11:30:00,66.9
6406,14.94,2018-02-14 11:40:00,67.6
6407,14.820000000000002,2018-02-14 11:50:00,68.3
6408,15.080000000000002,2018-02-14 12:00:00,66.5
6409,15.080000000000002,2018-02-14 12:10:00,63.3
6410,15.06,2018-02-14 12:20:00,60.5
6411,15.02,2018-02-14 12:30:00,63.1
6412,15.04,2018-02-14 12:40:00,65.5
6413,15.12,2018-02-14 12:50:00,64.8
6414,15.22,2018-02-14 13:00:00,62.6
6415,15.3,2018-02-14 13:10:00,62.5
6416,15.3,2018-02-14 13:20:00,61.0
6417,15.4,2018-02-14 13:30:00,60.1
6418,15.48,2018-02-14 13:40:00,57.6
6419,15.64,2018-02-14 13:50:00,59.5
6420,15.66,2018-02-14 14:00:00,54.6
6421,15.78,2018-02-14 14:10:00,51.5
6422,15.9,2018-02-14 14:20:00,49.5
6423,15.98,2018-02-14 14:30:00,50.3
6424,15.86,2018-02-14 14:40:00,48.1
6425,15.919999999999998,2018-02-14 14:50:00,39.8
6426,15.86,2018-02-14 15:00:00,35.3
6427,15.94,2018-02-14 15:10:00,36.8
6428,15.94,2018-02-14 15:20:00,33.5
6429,15.98,2018-02-14 15:30:00,32.5
6430,15.98,2018-02-14 15:40:00,30.1
6431,15.94,2018-02-14 15:50:00,29.4
6432,15.96,2018-02-14 16:00:00,29.7
6433,15.9,2018-02-14 16:10:00,30.1
6434,15.98,2018-02-14 16:20:00,31.7
6435,15.919999999999998,2018-02-14 16:30:00,29.5
6436,16.080000000000002,2018-02-14 16:40:00,29.3
6437,16.0,2018-02-14 16:50:00,29.1
6438,16.16,2018-02-14 17:00:00,27.8
6439,16.020000000000003,2018-02-14 17:10:00,30.3
6440,15.86,2018-02-14 17:20:00,29.4
6441,15.74,2018-02-14 17:30:00,30.0
6442,15.54,2018-02-14 17:40:00,34.1
6443,15.32,2018-02-14 17:50:00,35.1
6444,15.22,2018-02-14 18:00:00,32.6
6445,15.26,2018-02-14 18:10:00,32.1
6446,15.02,2018-02-14 18:20:00,32.6
6447,14.88,2018-02-14 18:30:00,34.7
6448,14.7,2018-02-14 18:40:00,32.1
6449,14.580000000000002,2018-02-14 18:50:00,31.0
6450,14.44,2018-02-14 19:00:00,31.0
6451,14.34,2018-02-14 19:10:00,29.6
6452,14.225,2018-02-14 19:20:00,29.6
6453,14.2,2018-02-14 19:30:00,31.1
6454,14.199999999999998,2018-02-14 19:40:00,29.8
6455,14.2,2018-02-14 19:50:00,27.0
6456,14.2,2018-02-14 20:00:00,29.2
6457,14.179999999999998,2018-02-14 20:10:00,28.4
6458,14.1,2018-02-14 20:20:00,26.5
6459,14.02,2018-02-14 20:30:00,23.6
6460,14.05,2018-02-14 20:40:00,24.4
6461,13.98,2018-02-14 20:50:00,23.5
6462,13.88,2018-02-14 21:00:00,22.7
6463,13.78,2018-02-14 21:10:00,21.3
6464,13.7,2018-02-14 21:20:00,20.2
6465,13.575,2018-02-14 21:30:00,19.1
6466,13.5,2018-02-14 21:40:00,16.9
6467,13.48,2018-02-14 21:50:00,16.8
6468,13.4,2018-02-14 22:00:00,17.3
6469,13.300000000000002,2018-02-14 22:10:00,15.0
6470,13.24,2018-02-14 22:20:00,14.5
6471,13.14,2018-02-14 22:30:00,14.3
6472,13.15,2018-02-14 22:40:00,14.2
6473,13.2,2018-02-14 22:50:00,13.7
6474,13.14,2018-02-14 23:00:00,14.1
6475,13.16,2018-02-14 23:10:00,14.2
6476,13.15,2018-02-14 23:20:00,13.8
6477,13.0,2018-02-14 23:30:00,13.8
6478,12.866666666666667,2018-02-14 23:40:00,13.9
6479,12.9,2018-02-14 23:50:00,14.3
6480,13.125,2018-02-15 00:00:00,14.5
6481,13.2,2018-02-15 00:10:00,14.1
6482,13.2,2018-02-15 00:20:00,14.6
6483,13.26,2018-02-15 00:30:00,14.3
6484,13.2,2018-02-15 00:40:00,14.8
6485,13.300000000000002,2018-02-15 00:50:00,14.1
6486,13.34,2018-02-15 01:00:00,14.6
6487,13.45,2018-02-15 01:10:00,14.7
6488,13.46,2018-02-15 01:20:00,14.9
6489,13.566666666666668,2018-02-15 01:30:00,15.0
6490,13.5,2018-02-15 01:40:00,15.0
6491,13.525,2018-02-15 01:50:00,13.8
6492,13.425,2018-02-15 02:00:00,14.3
6493,13.3,2018-02-15 02:10:00,14.3
6494,13.28,2018-02-15 02:20:00,14.3
6495,13.2,2018-02-15 02:30:00,14.2
6496,13.199999999999998,2018-02-15 02:40:00,15.2
6497,13.199999999999998,2018-02-15 02:50:00,14.9
6498,13.175,2018-02-15 03:00:00,14.8
6499,13.2,2018-02-15 03:10:00,14.5
6500,13.025,2018-02-15 03:20:00,14.7
6501,12.9,2018-02-15 03:30:00,14.7
6502,12.9,2018-02-15 03:40:00,14.5
6503,12.9,2018-02-15 03:50:00,14.3
6504,12.820000000000002,2018-02-15 04:00:00,14.8
6505,,2018-02-15 04:10:00,14.3
6506,12.88,2018-02-15 04:20:00,14.6
6507,13.0,2018-02-15 04:30:00,14.5
6508,13.0,2018-02-15 04:40:00,15.0
6509,13.0,2018-02-15 04:50:00,14.1
6510,13.033333333333331,2018-02-15 05:00:00,14.6
6511,13.066666666666668,2018-02-15 05:10:00,14.2
6512,13.06,2018-02-15 05:20:00,14.6
6513,13.0,2018-02-15 05:30:00,14.8
6514,13.06,2018-02-15 05:40:00,15.7
6515,13.080000000000002,2018-02-15 05:50:00,15.8
6516,12.96,2018-02-15 06:00:00,17.6
6517,12.966666666666669,2018-02-15 06:10:00,18.0
6518,12.9,2018-02-15 06:20:00,18.0
6519,12.8,2018-02-15 06:30:00,18.1
6520,12.8,2018-02-15 06:40:00,20.6
6521,12.7,2018-02-15 06:50:00,19.6
6522,12.6,2018-02-15 07:00:00,17.6
6523,12.56,2018-02-15 07:10:00,18.4
6524,12.325,2018-02-15 07:20:00,20.9
6525,12.34,2018-02-15 07:30:00,31.5
6526,12.18,2018-02-15 07:40:00,35.7
6527,12.15,2018-02-15 07:50:00,49.1
6528,12.15,2018-02-15 08:00:00,52.2
6529,12.275,2018-02-15 08:10:00,49.6
6530,12.5,2018-02-15 08:20:00,45.2
6531,12.64,2018-02-15 08:30:00,42.4
6532,12.919999999999998,2018-02-15 08:40:00,48.7
6533,13.175,2018-02-15 08:50:00,50.7
6534,13.419999999999998,2018-02-15 09:00:00,53.1
6535,14.04,2018-02-15 09:10:00,53.1
6536,14.6,2018-02-15 09:20:00,59.3
6537,14.5,2018-02-15 09:30:00,62.1
6538,14.4,2018-02-15 09:40:00,62.9
6539,14.66,2018-02-15 09:50:00,64.8
6540,14.36,2018-02-15 10:00:00,71.6
6541,14.433333333333332,2018-02-15 10:10:00,69.2
6542,14.525,2018-02-15 10:20:00,70.0
6543,14.679999999999998,2018-02-15 10:30:00,67.5
6544,14.82,2018-02-15 10:40:00,67.5
6545,15.36,2018-02-15 10:50:00,71.0
6546,15.72,2018-02-15 11:00:00,68.8
6547,16.04,2018-02-15 11:10:00,70.1
6548,16.56,2018-02-15 11:20:00,69.8
6549,16.64,2018-02-15 11:30:00,67.1
6550,16.75,2018-02-15 11:40:00,67.8
6551,17.1,2018-02-15 11:50:00,65.6
6552,16.84,2018-02-15 12:00:00,64.7
6553,16.3,2018-02-15 12:10:00,68.8
6554,16.22,2018-02-15 12:20:00,64.7
6555,16.38,2018-02-15 12:30:00,61.1
6556,16.259999999999998,2018-02-15 12:40:00,62.0
6557,16.233333333333334,2018-02-15 12:50:00,61.6
6558,16.366666666666664,2018-02-15 13:00:00,58.4
6559,16.4,2018-02-15 13:10:00,61.8
6560,16.4,2018-02-15 13:20:00,55.9
6561,16.6,2018-02-15 13:30:00,57.9
6562,16.880000000000003,2018-02-15 13:40:00,55.0
6563,17.1,2018-02-15 13:50:00,51.7
6564,17.1,2018-02-15 14:00:00,49.0
6565,17.160000000000004,2018-02-15 14:10:00,50.7
6566,17.240000000000002,2018-02-15 14:20:00,50.5
6567,17.425,2018-02-15 14:30:00,52.4
6568,17.82,2018-02-15 14:40:00,47.0
6569,18.48,2018-02-15 14:50:00,40.5
6570,18.64,2018-02-15 15:00:00,42.3
6571,18.7,2018-02-15 15:10:00,42.8
6572,18.88,2018-02-15 15:20:00,39.5
6573,18.74,2018-02-15 15:30:00,34.9
6574,18.48,2018-02-15 15:40:00,35.7
6575,18.0,2018-02-15 15:50:00,35.1
6576,17.759999999999998,2018-02-15 16:00:00,33.2
6577,18.0,2018-02-15 16:10:00,32.4
6578,17.44,2018-02-15 16:20:00,32.1
6579,17.4,2018-02-15 16:30:00,33.6
6580,17.32,2018-02-15 16:40:00,32.6
6581,17.175,2018-02-15 16:50:00,30.6
6582,17.1,2018-02-15 17:00:00,30.1
6583,17.12,2018-02-15 17:10:00,30.6
6584,17.1,2018-02-15 17:20:00,32.6
6585,17.1,2018-02-15 17:30:00,31.2
6586,17.2,2018-02-15 17:40:00,31.4
6587,17.439999999999998,2018-02-15 17:50:00,32.6
6588,17.1,2018-02-15 18:00:00,30.8
6589,16.54,2018-02-15 18:10:00,30.5
6590,16.28,2018-02-15 18:20:00,31.5
6591,16.075,2018-02-15 18:30:00,33.8
6592,15.7,2018-02-15 18:40:00,33.9
6593,15.6,2018-02-15 18:50:00,35.8
6594,15.48,2018-02-15 19:00:00,35.4
6595,15.225,2018-02-15 19:10:00,35.0
6596,15.12,2018-02-15 19:20:00,34.6
6597,15.0,2018-02-15 19:30:00,33.2
6598,14.75,2018-02-15 19:40:00,31.7
6599,14.65,2018-02-15 19:50:00,30.0
6600,14.625,2018-02-15 20:00:00,27.2
6601,14.575,2018-02-15 20:10:00,27.2
6602,14.080000000000002,2018-02-15 20:20:00,26.5
6603,14.033333333333331,2018-02-15 20:30:00,25.1
6604,14.04,2018-02-15 20:40:00,25.1
6605,14.14,2018-02-15 20:50:00,23.0
6606,14.125,2018-02-15 21:00:00,22.6
6607,14.5,2018-02-15 21:10:00,21.9
6608,14.32,2018-02-15 21:20:00,19.2
6609,13.8,2018-02-15 21:30:00,18.4
6610,13.56,2018-02-15 21:40:00,16.8
6611,13.580000000000002,2018-02-15 21:50:00,17.0
6612,13.4,2018-02-15 22:00:00,16.5
6613,13.04,2018-02-15 22:10:00,14.4
6614,12.833333333333334,2018-02-15 22:20:00,14.0
6615,12.74,2018-02-15 22:30:00,14.0
6616,12.5,2018-02-15 22:40:00,13.5
6617,12.34,2018-02-15 22:50:00,14.4
6618,11.95,2018-02-15 23:00:00,13.6
6619,11.875,2018-02-15 23:10:00,14.5
6620,12.12,2018-02-15 23:20:00,13.8
6621,11.94,2018-02-15 23:30:00,14.2
6622,11.775,2018-02-15 23:40:00,14.2
6623,11.7,2018-02-15 23:50:00,14.1
6624,11.6,2018-02-16 00:00:00,14.1
6625,11.5,2018-02-16 00:10:00,14.2
6626,11.44,2018-02-16 00:20:00,14.3
6627,11.38,2018-02-16 00:30:00,14.3
6628,11.36,2018-02-16 00:40:00,14.0
6629,11.36,2018-02-16 00:50:00,14.1
6630,11.2,2018-02-16 01:00:00,14.5
6631,10.98,2018-02-16 01:10:00,14.1
6632,11.05,2018-02-16 01:20:00,14.5
6633,10.84,2018-02-16 01:30:00,14.0
6634,10.7,2018-02-16 01:40:00,13.8
6635,10.56,2018-02-16 01:50:00,13.9
6636,10.433333333333334,2018-02-16 02:00:00,14.3
6637,10.333333333333334,2018-02-16 02:10:00,13.6
6638,10.5,2018-02-16 02:20:00,14.5
6639,10.45,2018-02-16 02:30:00,14.6
6640,10.425,2018-02-16 02:40:00,14.1
6641,10.475,2018-02-16 02:50:00,14.6
6642,10.425,2018-02-16 03:00:00,14.8
6643,10.225,2018-02-16 03:10:00,14.9
6644,10.24,2018-02-16 03:20:00,14.3
6645,10.066666666666666,2018-02-16 03:30:00,14.5
6646,10.1,2018-02-16 03:40:00,14.2
6647,10.0,2018-02-16 03:50:00,14.3
6648,9.933333333333334,2018-02-16 04:00:00,15.8
6649,9.85,2018-02-16 04:10:00,15.2
6650,,2018-02-16 04:20:00,14.9
6651,,2018-02-16 04:30:00,14.5
6652,,2018-02-16 04:40:00,14.6
6653,,2018-02-16 04:50:00,14.1
6654,,2018-02-16 05:00:00,14.6
6655,,2018-02-16 05:10:00,14.4
6656,,2018-02-16 05:20:00,14.5
6657,,2018-02-16 05:30:00,14.6
6658,,2018-02-16 05:40:00,14.8
6659,,2018-02-16 05:50:00,15.4
6660,,2018-02-16 06:00:00,17.0
6661,,2018-02-16 06:10:00,17.8
6662,,2018-02-16 06:20:00,17.9
6663,,2018-02-16 06:30:00,18.8
6664,,2018-02-16 06:40:00,20.3
6665,,2018-02-16 06:50:00,18.0
6666,,2018-02-16 07:00:00,18.3
6667,,2018-02-16 07:10:00,19.1
6668,,2018-02-16 07:20:00,19.6
6669,,2018-02-16 07:30:00,29.3
6670,,2018-02-16 07:40:00,35.2
6671,,2018-02-16 07:50:00,47.0
6672,,2018-02-16 08:00:00,50.8
6673,,2018-02-16 08:10:00,49.5
6674,,2018-02-16 08:20:00,45.0
6675,10.66,2018-02-16 08:30:00,42.7
6676,10.94,2018-02-16 08:40:00,47.8
6677,11.3,2018-02-16 08:50:00,51.0
6678,11.375,2018-02-16 09:00:00,53.6
6679,11.78,2018-02-16 09:10:00,54.2
6680,12.24,2018-02-16 09:20:00,54.0
6681,12.55,2018-02-16 09:30:00,59.5
6682,12.96,2018-02-16 09:40:00,60.9
6683,13.2,2018-02-16 09:50:00,62.4
6684,13.66,2018-02-16 10:00:00,64.3
6685,14.28,2018-02-16 10:10:00,64.5
6686,15.533333333333331,2018-02-16 10:20:00,61.5
6687,,2018-02-16 10:30:00,62.7
6688,,2018-02-16 10:40:00,61.8
6689,,2018-02-16 10:50:00,59.5
6690,,2018-02-16 11:00:00,61.1
6691,,2018-02-16 11:10:00,60.8
6692,,2018-02-16 11:20:00,60.9
6693,,2018-02-16 11:30:00,64.5
6694,,2018-02-16 11:40:00,69.3
6695,,2018-02-16 11:50:00,64.2
6696,,2018-02-16 12:00:00,63.9
6697,,2018-02-16 12:10:00,60.8
6698,,2018-02-16 12:20:00,57.0
6699,,2018-02-16 12:30:00,57.9
6700,,2018-02-16 12:40:00,58.5
6701,,2018-02-16 12:50:00,57.0
6702,,2018-02-16 13:00:00,55.2
6703,,2018-02-16 13:10:00,54.2
6704,,2018-02-16 13:20:00,52.8
6705,,2018-02-16 13:30:00,51.3
6706,,2018-02-16 13:40:00,53.6
6707,,2018-02-16 13:50:00,55.2
6708,,2018-02-16 14:00:00,49.6
6709,,2018-02-16 14:10:00,45.7
6710,,2018-02-16 14:20:00,45.5
6711,,2018-02-16 14:30:00,43.3
6712,,2018-02-16 14:40:00,40.0
6713,,2018-02-16 14:50:00,38.2
6714,,2018-02-16 15:00:00,30.8
6715,,2018-02-16 15:10:00,34.7
6716,,2018-02-16 15:20:00,31.1
6717,,2018-02-16 15:30:00,30.3
6718,,2018-02-16 15:40:00,30.0
6719,,2018-02-16 15:50:00,26.1
6720,,2018-02-16 16:00:00,27.0
6721,,2018-02-16 16:10:00,24.8
6722,,2018-02-16 16:20:00,24.7
6723,,2018-02-16 16:30:00,25.0
6724,,2018-02-16 16:40:00,23.6
6725,,2018-02-16 16:50:00,22.8
6726,,2018-02-16 17:00:00,24.7
6727,,2018-02-16 17:10:00,24.7
6728,,2018-02-16 17:20:00,23.5
6729,,2018-02-16 17:30:00,24.5
6730,,2018-02-16 17:40:00,24.5
6731,,2018-02-16 17:50:00,24.8
6732,,2018-02-16 18:00:00,25.3
6733,,2018-02-16 18:10:00,25.9
6734,,2018-02-16 18:20:00,24.5
6735,,2018-02-16 18:30:00,25.5
6736,,2018-02-16 18:40:00,26.7
6737,,2018-02-16 18:50:00,29.8
6738,,2018-02-16 19:00:00,30.2
6739,,2018-02-16 19:10:00,28.2
6740,,2018-02-16 19:20:00,27.5
6741,,2018-02-16 19:30:00,25.9
6742,,2018-02-16 19:40:00,25.1
6743,,2018-02-16 19:50:00,24.9
6744,,2018-02-16 20:00:00,24.4
6745,,2018-02-16 20:10:00,24.1
6746,15.4,2018-02-16 20:20:00,23.7
6747,15.266666666666666,2018-02-16 20:30:00,22.9
6748,15.066666666666668,2018-02-16 20:40:00,22.3
6749,14.9,2018-02-16 20:50:00,21.9
6750,14.9,2018-02-16 21:00:00,20.4
6751,14.9,2018-02-16 21:10:00,19.5
6752,14.72,2018-02-16 21:20:00,18.1
6753,14.666666666666666,2018-02-16 21:30:00,18.2
6754,14.7,2018-02-16 21:40:00,17.3
6755,14.566666666666668,2018-02-16 21:50:00,17.7
6756,14.4,2018-02-16 22:00:00,17.5
6757,14.525,2018-02-16 22:10:00,14.6
6758,14.55,2018-02-16 22:20:00,14.5
6759,,2018-02-16 22:30:00,14.5
6760,,2018-02-16 22:40:00,14.1
6761,,2018-02-16 22:50:00,13.9
6762,,2018-02-16 23:00:00,14.3
6763,,2018-02-16 23:10:00,15.0
6764,,2018-02-16 23:20:00,14.5
6765,,2018-02-16 23:30:00,15.0
6766,,2018-02-16 23:40:00,14.9
6767,,2018-02-16 23:50:00,14.1
6768,,2018-02-17 00:00:00,13.9
6769,,2018-02-17 00:10:00,14.0
6770,,2018-02-17 00:20:00,14.6
6771,,2018-02-17 00:30:00,14.8
6772,,2018-02-17 00:40:00,14.2
6773,,2018-02-17 00:50:00,14.6
6774,,2018-02-17 01:00:00,14.2
6775,,2018-02-17 01:10:00,14.2
6776,,2018-02-17 01:20:00,14.4
6777,,2018-02-17 01:30:00,14.4
6778,,2018-02-17 01:40:00,14.6
6779,,2018-02-17 01:50:00,15.5
6780,,2018-02-17 02:00:00,14.8
6781,,2018-02-17 02:10:00,14.7
6782,,2018-02-17 02:20:00,14.2
6783,,2018-02-17 02:30:00,14.1
6784,,2018-02-17 02:40:00,14.0
6785,,2018-02-17 02:50:00,14.3
6786,,2018-02-17 03:00:00,15.0
6787,,2018-02-17 03:10:00,14.4
6788,,2018-02-17 03:20:00,14.5
6789,,2018-02-17 03:30:00,14.8
6790,,2018-02-17 03:40:00,14.3
6791,,2018-02-17 03:50:00,14.8
6792,,2018-02-17 04:00:00,14.6
6793,,2018-02-17 04:10:00,14.1
6794,,2018-02-17 04:20:00,14.1
6795,,2018-02-17 04:30:00,14.0
6796,,2018-02-17 04:40:00,14.2
6797,,2018-02-17 04:50:00,14.5
6798,,2018-02-17 05:00:00,14.5
6799,,2018-02-17 05:10:00,14.7
6800,,2018-02-17 05:20:00,14.7
6801,,2018-02-17 05:30:00,14.6
6802,,2018-02-17 05:40:00,13.9
6803,,2018-02-17 05:50:00,14.4
6804,,2018-02-17 06:00:00,14.8
6805,,2018-02-17 06:10:00,14.4
6806,,2018-02-17 06:20:00,15.0
6807,,2018-02-17 06:30:00,14.4
6808,,2018-02-17 06:40:00,14.9
6809,,2018-02-17 06:50:00,15.0
6810,,2018-02-17 07:00:00,14.4
6811,,2018-02-17 07:10:00,14.0
6812,,2018-02-17 07:20:00,14.2
6813,,2018-02-17 07:30:00,14.1
6814,,2018-02-17 07:40:00,14.7
6815,,2018-02-17 07:50:00,14.5
6816,,2018-02-17 08:00:00,14.9
6817,,2018-02-17 08:10:00,15.2
6818,,2018-02-17 08:20:00,13.7
6819,,2018-02-17 08:30:00,13.6
6820,,2018-02-17 08:40:00,12.4
6821,,2018-02-17 08:50:00,13.1
6822,,2018-02-17 09:00:00,13.0
6823,15.525,2018-02-17 09:10:00,13.5
6824,15.5,2018-02-17 09:10:00,13.5
6825,15.72,2018-02-17 09:10:00,13.5
6826,15.88,2018-02-17 09:10:00,13.5
6827,16.14,2018-02-17 09:10:00,13.5
6828,16.36,2018-02-17 09:10:00,13.5
6829,16.5,2018-02-17 09:10:00,13.5
6830,16.580000000000002,2018-02-17 09:10:00,13.5
6831,16.7,2018-02-17 09:10:00,13.5
6832,16.78,2018-02-17 09:10:00,13.5
6833,16.759999999999998,2018-02-17 09:10:00,13.5
6834,16.84,2018-02-17 09:10:00,13.5
6835,16.82,2018-02-17 09:10:00,13.5
6836,16.939999999999998,2018-02-17 09:10:00,13.5
6837,17.060000000000002,2018-02-17 09:10:00,13.5
6838,17.14,2018-02-17 09:10:00,13.5
6839,17.1,2018-02-17 11:50:00,15.0
6840,16.96,2018-02-17 12:00:00,13.3
6841,16.9,2018-02-17 12:10:00,13.5
6842,16.84,2018-02-17 12:20:00,13.9
6843,17.1,2018-02-17 12:30:00,14.5
6844,17.14,2018-02-17 12:40:00,13.8
6845,17.1,2018-02-17 12:50:00,13.9
6846,17.2,2018-02-17 13:00:00,13.7
6847,17.28,2018-02-17 13:10:00,13.8
6848,17.2,2018-02-17 13:20:00,14.0
6849,17.240000000000002,2018-02-17 13:30:00,13.2
6850,17.2,2018-02-17 13:40:00,13.4
6851,17.38,2018-02-17 13:50:00,13.5
6852,17.2,2018-02-17 14:00:00,12.4
6853,16.88,2018-02-17 14:10:00,12.4
6854,16.875,2018-02-17 14:20:00,12.8
6855,16.880000000000003,2018-02-17 14:30:00,12.2
6856,16.82,2018-02-17 14:40:00,12.6
6857,16.8,2018-02-17 14:50:00,11.9
6858,16.84,2018-02-17 15:00:00,12.0
6859,16.8,2018-02-17 15:10:00,11.7
6860,16.8,2018-02-17 15:20:00,12.1
6861,16.766666666666666,2018-02-17 15:30:00,12.3
6862,16.619999999999997,2018-02-17 15:40:00,12.7
6863,16.6,2018-02-17 15:50:00,11.9
6864,16.46,2018-02-17 16:00:00,12.1
6865,16.4,2018-02-17 16:10:00,12.4
6866,16.259999999999998,2018-02-17 16:20:00,11.9
6867,16.22,2018-02-17 16:30:00,12.6
6868,16.259999999999998,2018-02-17 16:40:00,11.7
6869,16.12,2018-02-17 16:50:00,12.5
6870,16.02,2018-02-17 17:00:00,12.6
6871,15.8,2018-02-17 17:10:00,12.2
6872,15.625,2018-02-17 17:20:00,12.7
6873,15.38,2018-02-17 17:30:00,12.4
6874,15.15,2018-02-17 17:40:00,13.3
6875,14.98,2018-02-17 17:50:00,12.2
6876,14.820000000000002,2018-02-17 18:00:00,13.1
6877,14.679999999999998,2018-02-17 18:10:00,12.4
6878,14.6,2018-02-17 18:20:00,13.0
6879,14.52,2018-02-17 18:30:00,13.1
6880,14.48,2018-02-17 18:40:00,13.6
6881,14.5,2018-02-17 18:50:00,15.0
6882,14.38,2018-02-17 19:00:00,14.9
6883,14.300000000000002,2018-02-17 19:10:00,15.0
6884,14.26,2018-02-17 19:20:00,15.1
6885,14.2,2018-02-17 19:30:00,14.9
6886,14.233333333333334,2018-02-17 19:40:00,14.9
6887,14.225,2018-02-17 19:50:00,15.0
6888,14.225,2018-02-17 20:00:00,15.0
6889,14.16,2018-02-17 20:10:00,15.1
6890,14.179999999999998,2018-02-17 20:20:00,14.8
6891,14.05,2018-02-17 20:30:00,15.4
6892,13.94,2018-02-17 20:40:00,14.6
6893,13.975,2018-02-17 20:50:00,15.3
6894,13.88,2018-02-17 21:00:00,14.7
6895,13.775,2018-02-17 21:10:00,15.1
6896,13.68,2018-02-17 21:20:00,14.7
6897,13.5,2018-02-17 21:30:00,14.1
6898,13.325,2018-02-17 21:40:00,14.4
6899,13.2,2018-02-17 21:50:00,14.7
6900,13.199999999999998,2018-02-17 22:00:00,15.1
6901,13.199999999999998,2018-02-17 22:10:00,14.0
6902,13.133333333333333,2018-02-17 22:20:00,13.9
6903,13.1,2018-02-17 22:30:00,14.0
6904,13.0,2018-02-17 22:40:00,13.9
6905,13.066666666666668,2018-02-17 22:50:00,13.9
6906,12.94,2018-02-17 23:00:00,13.7
6907,12.9,2018-02-17 23:10:00,13.6
6908,,2018-02-17 23:20:00,14.2
6909,12.9,2018-02-17 23:30:00,15.6
6910,13.0,2018-02-17 23:40:00,14.3
6911,13.0,2018-02-17 23:50:00,13.6
6912,13.0,2018-02-18 00:00:00,14.3
6913,12.9,2018-02-18 00:10:00,14.5
6914,12.800000000000002,2018-02-18 00:20:00,14.3
6915,12.699999999999998,2018-02-18 00:30:00,14.3
6916,12.64,2018-02-18 00:40:00,14.6
6917,12.633333333333333,2018-02-18 00:50:00,13.9
6918,12.7,2018-02-18 01:00:00,14.4
6919,12.65,2018-02-18 01:10:00,15.5
6920,12.725,2018-02-18 01:20:00,14.6
6921,12.725,2018-02-18 01:30:00,13.8
6922,12.625,2018-02-18 01:40:00,13.9
6923,12.525,2018-02-18 01:50:00,14.6
6924,12.5,2018-02-18 02:00:00,14.1
6925,12.6,2018-02-18 02:10:00,14.4
6926,12.525,2018-02-18 02:20:00,14.5
6927,12.45,2018-02-18 02:30:00,14.7
6928,12.5,2018-02-18 02:40:00,15.0
6929,12.566666666666668,2018-02-18 02:50:00,14.5
6930,12.4,2018-02-18 03:00:00,14.2
6931,12.44,2018-02-18 03:10:00,14.1
6932,12.25,2018-02-18 03:20:00,13.9
6933,12.233333333333334,2018-02-18 03:30:00,14.1
6934,12.125,2018-02-18 03:40:00,13.9
6935,12.1,2018-02-18 03:50:00,14.7
6936,12.175,2018-02-18 04:00:00,14.6
6937,12.15,2018-02-18 04:10:00,15.2
6938,12.075,2018-02-18 04:20:00,14.8
6939,11.966666666666669,2018-02-18 04:30:00,15.0
6940,11.82,2018-02-18 04:40:00,14.8
6941,11.7,2018-02-18 04:50:00,14.2
