,TA1,date,power
2068,8.02,2018-01-15 08:40:00,67.0
2069,8.0,2018-01-15 08:50:00,66.7
2070,8.26,2018-01-15 09:00:00,71.0
2071,8.84,2018-01-15 09:10:00,75.1
2072,9.38,2018-01-15 09:20:00,76.6
2073,9.82,2018-01-15 09:30:00,77.5
2074,9.6,2018-01-15 09:40:00,74.8
2075,9.62,2018-01-15 09:50:00,77.6
2076,9.94,2018-01-15 10:00:00,83.1
2077,10.2,2018-01-15 10:10:00,83.2
2078,10.4,2018-01-15 10:20:00,84.5
2079,,2018-01-15 10:30:00,86.3
2080,,2018-01-15 10:40:00,83.9
2081,11.216666666666669,2018-01-15 10:50:00,82.3
2082,11.566666666666668,2018-01-15 11:00:00,80.7
2083,11.9,2018-01-15 11:10:00,80.6
2084,,2018-01-15 11:20:00,84.1
2085,12.5,2018-01-15 11:30:00,81.7
2086,12.616666666666667,2018-01-15 11:40:00,80.3
2087,12.66,2018-01-15 11:50:00,80.4
2088,12.84,2018-01-15 12:00:00,79.5
2089,12.925,2018-01-15 12:10:00,80.0
2090,12.975,2018-01-15 12:20:00,80.2
2091,13.0,2018-01-15 12:30:00,79.5
2092,13.02,2018-01-15 12:40:00,78.4
2093,13.04,2018-01-15 12:50:00,71.8
2094,13.16,2018-01-15 13:00:00,71.9
2095,13.18,2018-01-15 13:10:00,70.1
2096,13.24,2018-01-15 13:20:00,76.0
2097,13.22,2018-01-15 13:30:00,76.4
2098,13.28,2018-01-15 13:40:00,69.5
2099,13.179999999999998,2018-01-15 13:50:00,67.9
2100,13.28,2018-01-15 14:00:00,70.2
2101,13.38,2018-01-15 14:10:00,66.0
2102,13.320000000000002,2018-01-15 14:20:00,64.2
2103,13.34,2018-01-15 14:30:00,59.9
2104,13.38,2018-01-15 14:40:00,54.9
2105,13.38,2018-01-15 14:50:00,49.8
2106,13.52,2018-01-15 15:00:00,47.4
2107,13.56,2018-01-15 15:10:00,43.3
2108,13.45,2018-01-15 15:20:00,47.1
2109,13.54,2018-01-15 15:30:00,42.3
2110,13.64,2018-01-15 15:40:00,41.4
2111,13.72,2018-01-15 15:50:00,40.2
2112,13.76,2018-01-15 16:00:00,39.6
2113,13.86,2018-01-15 16:10:00,37.6
2114,13.75,2018-01-15 16:20:00,37.5
2115,13.86,2018-01-15 16:30:00,37.0
2116,13.94,2018-01-15 16:40:00,35.8
2117,13.94,2018-01-15 16:50:00,36.9
2118,13.96,2018-01-15 17:00:00,40.1
2119,13.919999999999998,2018-01-15 17:10:00,40.9
2120,13.84,2018-01-15 17:20:00,39.4
2121,14.04,2018-01-15 17:30:00,38.2
2122,14.12,2018-01-15 17:40:00,39.7
2123,14.1,2018-01-15 17:50:00,39.3
2124,14.06,2018-01-15 18:00:00,40.8
2125,14.06,2018-01-15 18:10:00,37.5
2126,13.975,2018-01-15 18:20:00,36.5
2127,14.05,2018-01-15 18:30:00,36.5
2128,14.02,2018-01-15 18:40:00,37.4
2129,14.02,2018-01-15 18:50:00,41.4
2130,14.080000000000002,2018-01-15 19:00:00,42.4
2131,14.080000000000002,2018-01-15 19:10:00,41.5
2132,14.02,2018-01-15 19:20:00,45.3
2133,14.06,2018-01-15 19:30:00,43.4
2134,14.04,2018-01-15 19:40:00,41.3
2135,14.080000000000002,2018-01-15 19:50:00,37.2
2136,14.080000000000002,2018-01-15 20:00:00,35.3
2137,13.96,2018-01-15 20:10:00,35.5
2138,13.3,2018-01-15 20:20:00,34.5
2139,12.72,2018-01-15 20:30:00,32.0
2140,12.62,2018-01-15 20:40:00,30.4
2141,12.52,2018-01-15 20:50:00,30.2
2142,12.46,2018-01-15 21:00:00,28.9
2143,12.42,2018-01-15 21:10:00,27.5
2144,12.3,2018-01-15 21:20:00,26.7
2145,12.12,2018-01-15 21:30:00,23.6
2146,12.05,2018-01-15 21:40:00,22.9
2147,11.925,2018-01-15 21:50:00,20.7
2148,11.78,2018-01-15 22:00:00,17.3
2149,11.7,2018-01-15 22:10:00,15.6
2150,11.52,2018-01-15 22:20:00,14.3
2151,11.28,2018-01-15 22:30:00,15.1
2152,11.233333333333334,2018-01-15 22:40:00,14.8
2153,11.3,2018-01-15 22:50:00,14.7
2154,11.24,2018-01-15 23:00:00,14.0
2155,11.266666666666666,2018-01-15 23:10:00,14.0
2156,11.325,2018-01-15 23:20:00,14.1
2157,11.3,2018-01-15 23:30:00,13.7
2158,11.2,2018-01-15 23:40:00,14.3
2159,11.16,2018-01-15 23:50:00,14.2
2160,11.2,2018-01-16 00:00:00,15.0
2161,11.4,2018-01-16 00:10:00,14.6
2162,11.475,2018-01-16 00:20:00,14.2
2163,11.76,2018-01-16 00:30:00,14.9
2164,11.94,2018-01-16 00:40:00,14.5
2165,11.94,2018-01-16 00:50:00,14.1
2166,11.8,2018-01-16 01:00:00,13.9
2167,11.82,2018-01-16 01:10:00,14.0
2168,11.425,2018-01-16 01:20:00,13.8
2169,11.25,2018-01-16 01:30:00,13.9
2170,11.1,2018-01-16 01:40:00,14.6
2171,10.88,2018-01-16 01:50:00,14.2
2172,10.76,2018-01-16 02:00:00,14.3
2173,10.34,2018-01-16 02:10:00,14.2
2174,10.36,2018-01-16 02:20:00,13.7
2175,10.58,2018-01-16 02:30:00,14.3
2176,9.32,2018-01-16 02:40:00,14.1
2177,8.975,2018-01-16 02:50:00,14.9
2178,9.05,2018-01-16 03:00:00,14.5
2179,9.225,2018-01-16 03:10:00,14.0
2180,9.78,2018-01-16 03:20:00,14.6
2181,9.4,2018-01-16 03:30:00,14.5
2182,9.94,2018-01-16 03:40:00,14.1
2183,10.3,2018-01-16 03:50:00,14.2
2184,9.76,2018-01-16 04:00:00,14.0
2185,9.74,2018-01-16 04:10:00,14.2
2186,9.52,2018-01-16 04:20:00,14.0
2187,9.8,2018-01-16 04:30:00,14.3
2188,9.4,2018-01-16 04:40:00,14.1
2189,9.22,2018-01-16 04:50:00,14.3
2190,9.04,2018-01-16 05:00:00,15.1
2191,9.0,2018-01-16 05:10:00,14.8
2192,8.92,2018-01-16 05:20:00,14.2
2193,8.8,2018-01-16 05:30:00,14.2
2194,8.84,2018-01-16 05:40:00,14.4
2195,8.92,2018-01-16 05:50:00,15.0
2196,8.940000000000001,2018-01-16 06:00:00,17.1
2197,8.639999999999999,2018-01-16 06:10:00,17.5
2198,8.52,2018-01-16 06:20:00,17.9
2199,8.4,2018-01-16 06:30:00,19.1
2200,8.22,2018-01-16 06:40:00,19.5
2201,8.42,2018-01-16 06:50:00,20.0
2202,8.4,2018-01-16 07:00:00,18.6
2203,8.1,2018-01-16 07:10:00,18.8
2204,8.0,2018-01-16 07:20:00,22.8
2205,8.033333333333333,2018-01-16 07:30:00,32.2
2206,8.139999999999999,2018-01-16 07:40:00,33.9
2207,8.059999999999999,2018-01-16 07:50:00,41.3
2208,8.0,2018-01-16 08:00:00,45.8
2209,8.02,2018-01-16 08:10:00,51.3
2210,7.9,2018-01-16 08:20:00,53.4
2211,7.875,2018-01-16 08:30:00,46.7
2212,7.833333333333333,2018-01-16 08:40:00,48.3
2213,8.040000000000001,2018-01-16 08:50:00,53.8
2214,8.34,2018-01-16 09:00:00,55.6
2215,8.62,2018-01-16 09:10:00,59.7
2216,9.0,2018-01-16 09:20:00,59.9
2217,9.5,2018-01-16 09:30:00,63.7
2218,9.78,2018-01-16 09:40:00,61.7
2219,10.12,2018-01-16 09:50:00,64.7
2220,10.68,2018-01-16 10:00:00,64.4
2221,10.96,2018-01-16 10:10:00,68.1
2222,11.4,2018-01-16 10:20:00,71.5
2223,11.875,2018-01-16 10:30:00,74.1
2224,12.26,2018-01-16 10:40:00,74.2
2225,12.6,2018-01-16 10:50:00,78.1
2226,13.0,2018-01-16 11:00:00,73.9
2227,13.34,2018-01-16 11:10:00,74.2
2228,13.68,2018-01-16 11:20:00,80.3
2229,14.075,2018-01-16 11:30:00,77.6
2230,14.580000000000002,2018-01-16 11:40:00,82.5
2231,14.24,2018-01-16 11:50:00,79.0
2232,14.1,2018-01-16 12:00:00,78.8
2233,14.02,2018-01-16 12:10:00,77.2
2234,14.05,2018-01-16 12:20:00,71.3
2235,14.1,2018-01-16 12:30:00,75.1
2236,14.05,2018-01-16 12:40:00,75.9
2237,14.075,2018-01-16 12:50:00,76.3
2238,14.12,2018-01-16 13:00:00,75.2
2239,13.96,2018-01-16 13:10:00,74.1
2240,14.12,2018-01-16 13:20:00,77.6
2241,14.18,2018-01-16 13:30:00,69.9
2242,14.125,2018-01-16 13:40:00,64.5
2243,14.1,2018-01-16 13:50:00,65.9
2244,14.14,2018-01-16 14:00:00,60.8
2245,14.2,2018-01-16 14:10:00,62.8
2246,14.275,2018-01-16 14:20:00,63.2
2247,14.3,2018-01-16 14:30:00,54.2
2248,14.24,2018-01-16 14:40:00,52.3
2249,14.32,2018-01-16 14:50:00,50.5
2250,14.36,2018-01-16 15:00:00,47.5
2251,14.475,2018-01-16 15:10:00,43.6
2252,14.580000000000002,2018-01-16 15:20:00,45.6
2253,14.5,2018-01-16 15:30:00,42.3
2254,14.52,2018-01-16 15:40:00,41.9
2255,14.46,2018-01-16 15:50:00,41.4
2256,14.425,2018-01-16 16:00:00,40.9
2257,14.44,2018-01-16 16:10:00,38.0
2258,14.44,2018-01-16 16:20:00,39.6
2259,14.5,2018-01-16 16:30:00,40.3
2260,14.419999999999998,2018-01-16 16:40:00,36.1
2261,14.34,2018-01-16 16:50:00,37.0
2262,14.375,2018-01-16 17:00:00,38.5
2263,14.419999999999998,2018-01-16 17:10:00,37.8
2264,14.300000000000002,2018-01-16 17:20:00,39.2
2265,14.325,2018-01-16 17:30:00,41.9
2266,14.300000000000002,2018-01-16 17:40:00,38.7
2267,14.199999999999998,2018-01-16 17:50:00,38.5
2268,14.2,2018-01-16 18:00:00,39.8
2269,14.1,2018-01-16 18:10:00,41.4
2270,14.05,2018-01-16 18:20:00,40.7
2271,13.925,2018-01-16 18:30:00,43.6
2272,13.75,2018-01-16 18:40:00,42.4
2273,13.55,2018-01-16 18:50:00,43.2
2274,13.419999999999998,2018-01-16 19:00:00,40.5
2275,13.3,2018-01-16 19:10:00,40.7
2276,13.300000000000002,2018-01-16 19:20:00,40.8
2277,13.1,2018-01-16 19:30:00,42.3
2278,12.9,2018-01-16 19:40:00,37.5
2279,12.766666666666666,2018-01-16 19:50:00,36.8
2280,12.65,2018-01-16 20:00:00,33.9
2281,12.666666666666666,2018-01-16 20:10:00,30.6
2282,12.54,2018-01-16 20:20:00,30.3
2283,12.1,2018-01-16 20:30:00,29.7
2284,11.72,2018-01-16 20:40:00,29.1
2285,11.5,2018-01-16 20:50:00,27.7
2286,11.55,2018-01-16 21:00:00,27.8
2287,11.36,2018-01-16 21:10:00,26.3
2288,11.34,2018-01-16 21:20:00,24.5
2289,10.84,2018-01-16 21:30:00,20.5
2290,10.7,2018-01-16 21:40:00,21.0
2291,10.8,2018-01-16 21:50:00,19.0
2292,10.94,2018-01-16 22:00:00,17.7
2293,10.88,2018-01-16 22:10:00,14.9
2294,11.08,2018-01-16 22:20:00,14.6
2295,10.86,2018-01-16 22:30:00,14.6
2296,10.75,2018-01-16 22:40:00,14.8
2297,10.74,2018-01-16 22:50:00,14.5
2298,10.64,2018-01-16 23:00:00,14.6
2299,10.8,2018-01-16 23:10:00,14.8
2300,10.78,2018-01-16 23:20:00,14.8
2301,10.48,2018-01-16 23:30:00,15.5
2302,10.633333333333333,2018-01-16 23:40:00,14.6
2303,10.58,2018-01-16 23:50:00,15.3
2304,10.18,2018-01-17 00:00:00,14.8
2305,9.9,2018-01-17 00:10:00,15.1
2306,9.933333333333334,2018-01-17 00:20:00,14.6
2307,10.1,2018-01-17 00:30:00,15.2
2308,10.2,2018-01-17 00:40:00,15.2
2309,10.06,2018-01-17 00:50:00,14.9
2310,10.12,2018-01-17 01:00:00,14.3
2311,10.1,2018-01-17 01:10:00,14.7
2312,9.92,2018-01-17 01:20:00,14.6
2313,9.75,2018-01-17 01:30:00,15.2
2314,9.633333333333333,2018-01-17 01:40:00,15.0
2315,9.75,2018-01-17 01:50:00,15.0
2316,9.94,2018-01-17 02:00:00,15.1
2317,10.18,2018-01-17 02:10:00,15.3
2318,10.375,2018-01-17 02:20:00,14.8
2319,10.22,2018-01-17 02:30:00,15.5
2320,9.84,2018-01-17 02:40:00,15.2
2321,9.6,2018-01-17 02:50:00,15.4
2322,9.75,2018-01-17 03:00:00,15.5
2323,9.92,2018-01-17 03:10:00,16.1
2324,9.84,2018-01-17 03:20:00,14.3
2325,9.5,2018-01-17 03:30:00,15.0
2326,9.525,2018-01-17 03:40:00,15.1
2327,9.72,2018-01-17 03:50:00,15.5
2328,9.866666666666667,2018-01-17 04:00:00,15.1
2329,9.88,2018-01-17 04:10:00,14.5
2330,9.84,2018-01-17 04:20:00,15.3
2331,9.66,2018-01-17 04:30:00,15.0
2332,9.3,2018-01-17 04:40:00,15.3
2333,9.1,2018-01-17 04:50:00,15.3
2334,9.34,2018-01-17 05:00:00,15.4
2335,9.78,2018-01-17 05:10:00,15.7
2336,9.733333333333333,2018-01-17 05:20:00,15.7
2337,9.5,2018-01-17 05:30:00,15.7
2338,9.65,2018-01-17 05:40:00,15.1
2339,9.8,2018-01-17 05:50:00,15.9
2340,9.92,2018-01-17 06:00:00,18.1
2341,9.88,2018-01-17 06:10:00,18.5
2342,9.6,2018-01-17 06:20:00,17.9
2343,9.76,2018-01-17 06:30:00,18.4
2344,9.85,2018-01-17 06:40:00,21.4
2345,9.933333333333334,2018-01-17 06:50:00,19.6
2346,10.025,2018-01-17 07:00:00,19.3
2347,10.025,2018-01-17 07:10:00,19.5
2348,10.1,2018-01-17 07:20:00,20.8
2349,10.32,2018-01-17 07:30:00,32.4
2350,10.1,2018-01-17 07:40:00,36.6
2351,10.125,2018-01-17 07:50:00,41.5
2352,10.04,2018-01-17 08:00:00,45.6
2353,10.06,2018-01-17 08:10:00,55.0
2354,10.44,2018-01-17 08:20:00,56.8
2355,10.96,2018-01-17 08:30:00,53.1
2356,11.2,2018-01-17 08:40:00,59.7
2357,11.66,2018-01-17 08:50:00,65.6
2358,11.62,2018-01-17 09:00:00,64.4
2359,11.55,2018-01-17 09:10:00,70.3
2360,11.78,2018-01-17 09:20:00,73.0
2361,12.36,2018-01-17 09:30:00,74.7
2362,12.88,2018-01-17 09:40:00,79.4
2363,13.14,2018-01-17 09:50:00,80.0
2364,13.52,2018-01-17 10:00:00,83.0
2365,14.02,2018-01-17 10:10:00,87.4
2366,14.320000000000002,2018-01-17 10:20:00,84.1
2367,14.7,2018-01-17 10:30:00,83.9
2368,14.98,2018-01-17 10:40:00,82.2
2369,15.14,2018-01-17 10:50:00,85.0
2370,15.1,2018-01-17 11:00:00,82.3
2371,15.1,2018-01-17 11:10:00,82.9
2372,15.16,2018-01-17 11:20:00,81.5
2373,15.16,2018-01-17 11:30:00,81.1
2374,15.46,2018-01-17 11:40:00,84.0
2375,15.56,2018-01-17 11:50:00,75.7
2376,15.26,2018-01-17 12:00:00,72.3
2377,15.34,2018-01-17 12:10:00,74.1
2378,15.44,2018-01-17 12:20:00,73.1
2379,15.7,2018-01-17 12:30:00,67.8
2380,15.82,2018-01-17 12:40:00,71.4
2381,15.98,2018-01-17 12:50:00,68.1
2382,16.28,2018-01-17 13:00:00,72.6
2383,16.0,2018-01-17 13:10:00,72.4
2384,15.54,2018-01-17 13:20:00,64.9
2385,15.44,2018-01-17 13:30:00,63.2
2386,15.56,2018-01-17 13:40:00,68.5
2387,15.78,2018-01-17 13:50:00,67.5
2388,15.960000000000004,2018-01-17 14:00:00,61.1
2389,15.9,2018-01-17 14:10:00,59.7
2390,15.86,2018-01-17 14:20:00,56.7
2391,15.84,2018-01-17 14:30:00,57.8
2392,15.84,2018-01-17 14:40:00,53.8
2393,15.833333333333334,2018-01-17 14:50:00,46.6
2394,15.78,2018-01-17 15:00:00,46.3
2395,15.52,2018-01-17 15:10:00,41.9
2396,15.25,2018-01-17 15:20:00,44.7
2397,15.45,2018-01-17 15:30:00,44.2
2398,15.679999999999998,2018-01-17 15:40:00,39.8
2399,15.62,2018-01-17 15:50:00,40.1
2400,15.425,2018-01-17 16:00:00,41.5
2401,15.5,2018-01-17 16:10:00,39.7
2402,15.72,2018-01-17 16:20:00,38.3
2403,15.775,2018-01-17 16:30:00,37.6
2404,15.8,2018-01-17 16:40:00,39.0
2405,15.7,2018-01-17 16:50:00,37.1
2406,15.7,2018-01-17 17:00:00,39.2
2407,15.66,2018-01-17 17:10:00,38.3
2408,15.54,2018-01-17 17:20:00,39.6
2409,15.6,2018-01-17 17:30:00,40.7
2410,15.5,2018-01-17 17:40:00,41.4
2411,15.375,2018-01-17 17:50:00,40.9
2412,15.325,2018-01-17 18:00:00,41.0
2413,15.225,2018-01-17 18:10:00,38.2
2414,15.05,2018-01-17 18:20:00,39.2
2415,14.85,2018-01-17 18:30:00,38.9
2416,14.775,2018-01-17 18:40:00,40.5
2417,14.75,2018-01-17 18:50:00,41.6
2418,14.62,2018-01-17 19:00:00,41.2
2419,14.919999999999998,2018-01-17 19:10:00,40.5
2420,15.24,2018-01-17 19:20:00,40.7
2421,15.4,2018-01-17 19:30:00,38.6
2422,15.35,2018-01-17 19:40:00,36.8
2423,15.34,2018-01-17 19:50:00,35.2
2424,15.3,2018-01-17 20:00:00,34.1
2425,15.2,2018-01-17 20:10:00,35.1
2426,15.166666666666666,2018-01-17 20:20:00,32.1
2427,15.1,2018-01-17 20:30:00,30.2
2428,15.066666666666668,2018-01-17 20:40:00,29.8
2429,15.175,2018-01-17 20:50:00,28.1
2430,15.075,2018-01-17 21:00:00,27.1
2431,14.975,2018-01-17 21:10:00,25.6
2432,14.68,2018-01-17 21:20:00,24.0
2433,14.12,2018-01-17 21:30:00,23.8
2434,13.6,2018-01-17 21:40:00,22.6
2435,13.4,2018-01-17 21:50:00,21.3
2436,13.12,2018-01-17 22:00:00,18.8
2437,12.775,2018-01-17 22:10:00,16.3
2438,12.820000000000002,2018-01-17 22:20:00,15.4
2439,12.699999999999998,2018-01-17 22:30:00,14.8
2440,12.6,2018-01-17 22:40:00,15.3
2441,12.566666666666668,2018-01-17 22:50:00,15.3
2442,13.24,2018-01-17 23:00:00,15.1
2443,13.75,2018-01-17 23:10:00,15.4
2444,13.9,2018-01-17 23:20:00,15.1
2445,14.2,2018-01-17 23:30:00,15.7
2446,14.46,2018-01-17 23:40:00,15.6
2447,14.78,2018-01-17 23:50:00,15.7
2448,14.966666666666669,2018-01-18 00:00:00,15.4
2449,15.0,2018-01-18 00:10:00,14.6
2450,15.0,2018-01-18 00:20:00,15.0
2451,15.125,2018-01-18 00:30:00,14.9
2452,15.02,2018-01-18 00:40:00,15.1
2453,14.9,2018-01-18 00:50:00,14.9
2454,14.8,2018-01-18 01:00:00,15.2
2455,14.65,2018-01-18 01:10:00,15.2
2456,14.580000000000002,2018-01-18 01:20:00,15.4
2457,14.86,2018-01-18 01:30:00,15.4
2458,15.16,2018-01-18 01:40:00,15.1
2459,15.179999999999998,2018-01-18 01:50:00,15.4
2460,15.02,2018-01-18 02:00:00,15.6
2461,14.9,2018-01-18 02:10:00,15.6
2462,14.820000000000002,2018-01-18 02:20:00,15.4
2463,14.85,2018-01-18 02:30:00,15.2
2464,14.933333333333332,2018-01-18 02:40:00,15.6
2465,14.9,2018-01-18 02:50:00,15.9
2466,15.025,2018-01-18 03:00:00,14.9
2467,14.98,2018-01-18 03:10:00,16.0
2468,15.080000000000002,2018-01-18 03:20:00,15.6
2469,15.0,2018-01-18 03:30:00,15.5
2470,15.06,2018-01-18 03:40:00,14.9
2471,15.15,2018-01-18 03:50:00,15.7
2472,15.183333333333332,2018-01-18 04:00:00,15.3
2473,15.275,2018-01-18 04:10:00,15.8
2474,15.300000000000002,2018-01-18 04:20:00,15.2
2475,15.26,2018-01-18 04:30:00,15.8
2476,15.225,2018-01-18 04:40:00,15.0
2477,15.179999999999998,2018-01-18 04:50:00,16.1
2478,15.175,2018-01-18 05:00:00,15.1
2479,15.3,2018-01-18 05:10:00,16.0
2480,15.275,2018-01-18 05:20:00,14.7
2481,15.36,2018-01-18 05:30:00,15.9
2482,15.325,2018-01-18 05:40:00,15.1
2483,15.300000000000002,2018-01-18 05:50:00,16.2
2484,15.28,2018-01-18 06:00:00,18.4
2485,15.580000000000002,2018-01-18 06:10:00,19.2
2486,15.419999999999998,2018-01-18 06:20:00,18.7
2487,15.5,2018-01-18 06:30:00,19.1
2488,15.62,2018-01-18 06:40:00,19.5
2489,15.35,2018-01-18 06:50:00,19.6
2490,15.325,2018-01-18 07:00:00,18.9
2491,15.22,2018-01-18 07:10:00,20.2
2492,15.34,2018-01-18 07:20:00,23.6
2493,15.48,2018-01-18 07:30:00,32.8
2494,15.5,2018-01-18 07:40:00,36.4
2495,15.580000000000002,2018-01-18 07:50:00,41.5
2496,15.66,2018-01-18 08:00:00,46.9
2497,15.74,2018-01-18 08:10:00,49.0
2498,15.74,2018-01-18 08:20:00,53.4
2499,15.74,2018-01-18 08:30:00,50.5
2500,15.75,2018-01-18 08:40:00,53.6
2501,15.74,2018-01-18 08:50:00,60.3
2502,15.8,2018-01-18 09:00:00,61.0
2503,15.8,2018-01-18 09:10:00,62.3
2504,15.7,2018-01-18 09:20:00,61.2
2505,15.62,2018-01-18 09:30:00,65.7
2506,15.62,2018-01-18 09:40:00,71.2
2507,15.72,2018-01-18 09:50:00,73.1
2508,15.52,2018-01-18 10:00:00,74.1
2509,15.475,2018-01-18 10:10:00,74.5
2510,15.425,2018-01-18 10:20:00,76.8
2511,15.419999999999998,2018-01-18 10:30:00,76.7
2512,15.320000000000002,2018-01-18 10:40:00,77.2
2513,15.375,2018-01-18 10:50:00,77.2
2514,15.425,2018-01-18 11:00:00,81.0
2515,15.36,2018-01-18 11:10:00,84.5
2516,15.48,2018-01-18 11:20:00,82.5
2517,15.54,2018-01-18 11:30:00,83.7
2518,15.54,2018-01-18 11:40:00,80.8
2519,15.56,2018-01-18 11:50:00,79.8
2520,15.580000000000002,2018-01-18 12:00:00,76.4
2521,15.6,2018-01-18 12:10:00,76.6
2522,15.64,2018-01-18 12:20:00,71.1
2523,15.64,2018-01-18 12:30:00,72.8
2524,15.78,2018-01-18 12:40:00,73.7
2525,15.75,2018-01-18 12:50:00,73.9
2526,15.66,2018-01-18 13:00:00,72.9
2527,15.7,2018-01-18 13:10:00,70.9
2528,15.72,2018-01-18 13:20:00,69.6
2529,15.76,2018-01-18 13:30:00,65.2
2530,15.679999999999998,2018-01-18 13:40:00,62.9
2531,15.64,2018-01-18 13:50:00,61.1
2532,15.56,2018-01-18 14:00:00,54.7
2533,15.5,2018-01-18 14:10:00,53.1
2534,15.68,2018-01-18 14:20:00,52.0
2535,15.679999999999998,2018-01-18 14:30:00,50.4
2536,15.62,2018-01-18 14:40:00,46.1
2537,15.6,2018-01-18 14:50:00,43.0
2538,15.64,2018-01-18 15:00:00,43.1
2539,15.66,2018-01-18 15:10:00,40.3
2540,15.52,2018-01-18 15:20:00,39.2
2541,15.62,2018-01-18 15:30:00,32.6
2542,15.56,2018-01-18 15:40:00,32.7
2543,15.56,2018-01-18 15:50:00,34.8
2544,15.580000000000002,2018-01-18 16:00:00,34.9
2545,15.56,2018-01-18 16:10:00,34.5
2546,15.52,2018-01-18 16:20:00,36.0
2547,15.46,2018-01-18 16:30:00,37.4
2548,15.52,2018-01-18 16:40:00,38.3
2549,15.48,2018-01-18 16:50:00,36.9
2550,15.5,2018-01-18 17:00:00,39.3
2551,15.48,2018-01-18 17:10:00,36.4
2552,15.5,2018-01-18 17:20:00,38.1
2553,15.52,2018-01-18 17:30:00,38.5
2554,15.48,2018-01-18 17:40:00,37.4
2555,15.48,2018-01-18 17:50:00,37.1
2556,15.44,2018-01-18 18:00:00,36.7
2557,15.475,2018-01-18 18:10:00,38.1
2558,15.44,2018-01-18 18:20:00,37.2
2559,15.48,2018-01-18 18:30:00,38.9
2560,15.433333333333332,2018-01-18 18:40:00,41.3
2561,15.38,2018-01-18 18:50:00,39.4
2562,15.44,2018-01-18 19:00:00,38.2
2563,15.4,2018-01-18 19:10:00,36.3
2564,15.4,2018-01-18 19:20:00,35.6
2565,15.4,2018-01-18 19:30:00,32.3
2566,15.34,2018-01-18 19:40:00,29.8
2567,15.38,2018-01-18 19:50:00,27.9
2568,15.375,2018-01-18 20:00:00,28.4
2569,15.320000000000002,2018-01-18 20:10:00,27.4
2570,15.3,2018-01-18 20:20:00,26.2
2571,15.275,2018-01-18 20:30:00,26.5
2572,15.3,2018-01-18 20:40:00,24.7
2573,15.266666666666666,2018-01-18 20:50:00,24.0
2574,15.36,2018-01-18 21:00:00,23.3
2575,15.38,2018-01-18 21:10:00,22.9
2576,15.325,2018-01-18 21:20:00,24.5
2577,15.36,2018-01-18 21:30:00,24.1
2578,15.325,2018-01-18 21:40:00,22.7
2579,15.34,2018-01-18 21:50:00,20.6
2580,15.24,2018-01-18 22:00:00,18.8
2581,15.325,2018-01-18 22:10:00,16.1
2582,15.24,2018-01-18 22:20:00,14.1
2583,15.3,2018-01-18 22:30:00,14.6
2584,15.26,2018-01-18 22:40:00,14.6
2585,15.36,2018-01-18 22:50:00,14.3
2586,15.36,2018-01-18 23:00:00,15.0
2587,15.3,2018-01-18 23:10:00,14.7
2588,15.3,2018-01-18 23:20:00,14.6
2589,15.375,2018-01-18 23:30:00,14.8
2590,15.325,2018-01-18 23:40:00,14.1
2591,15.325,2018-01-18 23:50:00,14.7
2592,15.4,2018-01-19 00:00:00,14.4
2593,15.35,2018-01-19 00:10:00,14.6
2594,15.4,2018-01-19 00:20:00,14.6
2595,15.36,2018-01-19 00:30:00,14.2
2596,15.4,2018-01-19 00:40:00,15.0
2597,15.4,2018-01-19 00:50:00,14.8
2598,15.38,2018-01-19 01:00:00,14.8
2599,15.35,2018-01-19 01:10:00,14.9
2600,15.125,2018-01-19 01:20:00,13.9
2601,15.05,2018-01-19 01:30:00,14.6
2602,15.125,2018-01-19 01:40:00,14.1
2603,15.075,2018-01-19 01:50:00,14.3
2604,15.12,2018-01-19 02:00:00,14.8
2605,15.15,2018-01-19 02:10:00,14.2
2606,15.16,2018-01-19 02:20:00,15.2
2607,15.26,2018-01-19 02:30:00,15.4
2608,15.225,2018-01-19 02:40:00,15.7
2609,15.300000000000002,2018-01-19 02:50:00,14.6
2610,15.4,2018-01-19 03:00:00,14.6
2611,15.575,2018-01-19 03:10:00,14.6
2612,15.48,2018-01-19 03:20:00,15.1
2613,15.3,2018-01-19 03:30:00,14.1
2614,14.94,2018-01-19 03:40:00,14.3
2615,14.36,2018-01-19 03:50:00,14.4
2616,13.94,2018-01-19 04:00:00,14.9
2617,13.725,2018-01-19 04:10:00,14.9
2618,13.766666666666666,2018-01-19 04:20:00,14.2
2619,13.7,2018-01-19 04:30:00,14.9
2620,13.5,2018-01-19 04:40:00,14.0
2621,13.68,2018-01-19 04:50:00,14.7
2622,14.0,2018-01-19 05:00:00,14.5
2623,14.133333333333333,2018-01-19 05:10:00,15.0
2624,,2018-01-19 05:20:00,14.8
2625,14.3,2018-01-19 05:30:00,15.6
2626,14.3,2018-01-19 05:40:00,15.2
2627,13.66,2018-01-19 05:50:00,15.1
2628,12.98,2018-01-19 06:00:00,17.4
2629,12.94,2018-01-19 06:10:00,17.5
2630,13.080000000000002,2018-01-19 06:20:00,17.7
2631,12.98,2018-01-19 06:30:00,17.5
2632,13.26,2018-01-19 06:40:00,20.8
2633,12.925,2018-01-19 06:50:00,18.9
2634,12.633333333333333,2018-01-19 07:00:00,19.0
2635,12.7,2018-01-19 07:10:00,19.0
2636,12.825,2018-01-19 07:20:00,21.5
2637,12.9,2018-01-19 07:30:00,32.3
2638,12.9,2018-01-19 07:40:00,36.9
