date,power
23/01/2018 7:20,22.7
23/01/2018 7:30,30.4
23/01/2018 7:40,36.3
23/01/2018 7:50,45.0
23/01/2018 8:00,47.3
23/01/2018 8:10,55.0
23/01/2018 8:20,53.6
23/01/2018 8:30,49.4
23/01/2018 8:40,53.4
23/01/2018 8:50,52.3
23/01/2018 9:00,54.4
23/01/2018 9:10,52.2
23/01/2018 9:20,53.5
23/01/2018 9:30,56.9
23/01/2018 9:40,56.3
23/01/2018 9:50,57.5
23/01/2018 10:00,62.4
23/01/2018 10:10,60.6
23/01/2018 10:20,64.1
23/01/2018 10:30,64.1
23/01/2018 10:40,63.7
23/01/2018 10:50,62.0
23/01/2018 11:00,57.6
23/01/2018 11:10,60.5
23/01/2018 11:20,59.9
23/01/2018 11:30,59.2
23/01/2018 11:40,58.2
23/01/2018 11:50,61.0
23/01/2018 12:00,57.5
23/01/2018 12:10,61.9
23/01/2018 12:20,66.5
23/01/2018 12:30,64.5
23/01/2018 12:40,59.7
23/01/2018 12:50,55.9
23/01/2018 13:00,57.6
23/01/2018 13:10,59.9
23/01/2018 13:20,56.3
23/01/2018 13:30,57.5
23/01/2018 13:40,52.9
23/01/2018 13:50,52.1
23/01/2018 14:00,52.5
23/01/2018 14:10,50.8
23/01/2018 14:20,44.9
23/01/2018 14:30,41.5
23/01/2018 14:40,41.3
23/01/2018 14:50,37.9
23/01/2018 15:00,37.6
23/01/2018 15:10,38.2
23/01/2018 15:20,33.8
23/01/2018 15:30,35.0
23/01/2018 15:40,34.5
23/01/2018 15:50,30.7
23/01/2018 16:00,29.0
23/01/2018 16:10,30.2
23/01/2018 16:20,27.2
23/01/2018 16:30,29.7
23/01/2018 16:40,29.9
23/01/2018 16:50,30.5
23/01/2018 17:00,29.0
23/01/2018 17:10,29.5
23/01/2018 17:20,29.8
23/01/2018 17:30,28.9
23/01/2018 17:40,34.6
23/01/2018 17:50,32.8
23/01/2018 18:00,33.0
23/01/2018 18:10,30.9
23/01/2018 18:20,33.4
23/01/2018 18:30,31.7
23/01/2018 18:40,34.3
23/01/2018 18:50,34.1
23/01/2018 19:00,32.9
23/01/2018 19:10,34.8
23/01/2018 19:20,31.8
23/01/2018 19:30,31.9
23/01/2018 19:40,31.4
23/01/2018 19:50,27.8
23/01/2018 20:00,26.8
23/01/2018 20:10,25.6
23/01/2018 20:20,24.4
23/01/2018 20:30,22.9
23/01/2018 20:40,21.6
23/01/2018 20:50,21.6
23/01/2018 21:00,20.3
23/01/2018 21:10,20.2
23/01/2018 21:20,18.5
23/01/2018 21:30,18.8
23/01/2018 21:40,18.4
23/01/2018 21:50,18.1
23/01/2018 22:00,17.2
23/01/2018 22:10,16.2
23/01/2018 22:20,14.7
23/01/2018 22:30,14.9
23/01/2018 22:40,14.4
23/01/2018 22:50,14.7
23/01/2018 23:00,14.3
23/01/2018 23:10,14.3
23/01/2018 23:20,14.3
23/01/2018 23:30,14.6
23/01/2018 23:40,14.2
23/01/2018 23:50,14.5
24/01/2018 0:00,13.9
24/01/2018 0:10,13.9
24/01/2018 0:20,13.8
24/01/2018 0:30,14.0
24/01/2018 0:40,14.3
24/01/2018 0:50,14.1
24/01/2018 1:00,14.9
24/01/2018 1:10,14.9
24/01/2018 1:20,14.5
24/01/2018 1:30,14.2
24/01/2018 1:40,14.0
24/01/2018 1:50,14.0
24/01/2018 2:00,14.1
24/01/2018 2:10,13.9
24/01/2018 2:20,13.9
24/01/2018 2:30,14.4
24/01/2018 2:40,14.9
24/01/2018 2:50,14.5
24/01/2018 3:00,13.8
24/01/2018 3:10,14.1
24/01/2018 3:20,14.6
24/01/2018 3:30,14.8
24/01/2018 3:40,14.4
24/01/2018 3:50,14.3
24/01/2018 4:00,13.9
24/01/2018 4:10,14.3
24/01/2018 4:20,14.3
24/01/2018 4:30,14.5
24/01/2018 4:40,14.0
24/01/2018 4:50,14.4
24/01/2018 5:00,14.7
24/01/2018 5:10,14.1
24/01/2018 5:20,13.9
24/01/2018 5:30,13.9
24/01/2018 5:40,14.8
24/01/2018 5:50,15.3
24/01/2018 6:00,17.2
24/01/2018 6:10,17.5
24/01/2018 6:20,17.5
24/01/2018 6:30,17.8
24/01/2018 6:40,18.9
24/01/2018 6:50,17.6
24/01/2018 7:00,18.2
24/01/2018 7:10,18.6
24/01/2018 7:20,21.4
24/01/2018 7:30,30.4
24/01/2018 7:40,31.6
24/01/2018 7:50,37.8
24/01/2018 8:00,44.5
24/01/2018 8:10,44.2
24/01/2018 8:20,39.4
24/01/2018 8:30,39.2
24/01/2018 8:40,39.9
24/01/2018 8:50,45.9
24/01/2018 9:00,49.5
24/01/2018 9:10,53.3
24/01/2018 9:20,53.2
24/01/2018 9:30,58.2
24/01/2018 9:40,60.4
24/01/2018 9:50,61.2
24/01/2018 10:00,61.4
24/01/2018 10:10,66.1
24/01/2018 10:20,68.0
24/01/2018 10:30,66.2
24/01/2018 10:40,68.5
24/01/2018 10:50,64.0
24/01/2018 11:00,65.4
24/01/2018 11:10,67.6
24/01/2018 11:20,69.6
24/01/2018 11:30,70.3
24/01/2018 11:40,74.3
24/01/2018 11:50,72.6
24/01/2018 12:00,69.9
24/01/2018 12:10,72.3
24/01/2018 12:20,71.7
24/01/2018 12:30,69.0
24/01/2018 12:40,69.2
24/01/2018 12:50,64.3
24/01/2018 13:00,66.5
24/01/2018 13:10,64.6
24/01/2018 13:20,65.1
24/01/2018 13:30,66.1
24/01/2018 13:40,60.7
24/01/2018 13:50,58.3
24/01/2018 14:00,59.9
24/01/2018 14:10,55.5
24/01/2018 14:20,55.9
24/01/2018 14:30,50.3
24/01/2018 14:40,50.2
24/01/2018 14:50,44.1
24/01/2018 15:00,37.2
24/01/2018 15:10,35.7
24/01/2018 15:20,37.4
24/01/2018 15:30,38.2
24/01/2018 15:40,37.4
24/01/2018 15:50,34.7
24/01/2018 16:00,31.8
24/01/2018 16:10,33.7
24/01/2018 16:20,34.1
24/01/2018 16:30,35.3
24/01/2018 16:40,35.4
24/01/2018 16:50,36.1
24/01/2018 17:00,37.9
24/01/2018 17:10,38.9
24/01/2018 17:20,38.6
24/01/2018 17:30,36.6
24/01/2018 17:40,37.3
24/01/2018 17:50,37.7
24/01/2018 18:00,35.5
24/01/2018 18:10,35.7
24/01/2018 18:20,33.0
24/01/2018 18:30,34.7
24/01/2018 18:40,37.0
24/01/2018 18:50,37.6
24/01/2018 19:00,37.3
24/01/2018 19:10,36.5
24/01/2018 19:20,34.6
24/01/2018 19:30,32.7
24/01/2018 19:40,32.5
24/01/2018 19:50,30.5
24/01/2018 20:00,26.9
24/01/2018 20:10,26.7
24/01/2018 20:20,25.8
24/01/2018 20:30,25.5
24/01/2018 20:40,25.3
24/01/2018 20:50,24.7
24/01/2018 21:00,24.0
24/01/2018 21:10,22.4
24/01/2018 21:20,22.7
24/01/2018 21:30,20.0
24/01/2018 21:40,19.4
24/01/2018 21:50,17.7
24/01/2018 22:00,17.0
24/01/2018 22:10,15.0
24/01/2018 22:20,14.3
24/01/2018 22:30,13.9
24/01/2018 22:40,14.5
24/01/2018 22:50,14.2
24/01/2018 23:00,14.3
24/01/2018 23:10,14.1
24/01/2018 23:20,14.3
24/01/2018 23:30,14.1
24/01/2018 23:40,14.8
24/01/2018 23:50,14.5
25/01/2018 0:00,13.8
25/01/2018 0:10,13.7
25/01/2018 0:20,13.8
25/01/2018 0:30,13.9
25/01/2018 0:40,14.6
25/01/2018 0:50,14.2
25/01/2018 1:00,14.0
25/01/2018 1:10,14.0
25/01/2018 1:20,13.9
25/01/2018 1:30,13.9
25/01/2018 1:40,14.1
25/01/2018 1:50,13.6
25/01/2018 2:00,14.0
25/01/2018 2:10,13.9
25/01/2018 2:20,14.1
25/01/2018 2:30,14.4
25/01/2018 2:40,14.5
25/01/2018 2:50,13.7
25/01/2018 3:00,14.1
25/01/2018 3:10,14.3
25/01/2018 3:20,14.4
25/01/2018 3:30,13.7
25/01/2018 3:40,14.6
25/01/2018 3:50,14.6
25/01/2018 4:00,14.5
25/01/2018 4:10,14.5
25/01/2018 4:20,13.8
25/01/2018 4:30,13.9
25/01/2018 4:40,14.1
25/01/2018 4:50,13.5
25/01/2018 5:00,14.4
25/01/2018 5:10,14.1
25/01/2018 5:20,14.4
25/01/2018 5:30,13.9
25/01/2018 5:40,14.8
25/01/2018 5:50,14.5
25/01/2018 6:00,17.1
25/01/2018 6:10,17.3
25/01/2018 6:20,18.1
25/01/2018 6:30,17.4
25/01/2018 6:40,18.4
25/01/2018 6:50,18.2
25/01/2018 7:00,19.0
25/01/2018 7:10,18.0
25/01/2018 7:20,18.7
25/01/2018 7:30,30.5
25/01/2018 7:40,37.7
25/01/2018 7:50,43.8
25/01/2018 8:00,49.0
25/01/2018 8:10,52.6
25/01/2018 8:20,47.1
25/01/2018 8:30,46.8
25/01/2018 8:40,48.5
25/01/2018 8:50,54.9
25/01/2018 9:00,55.7
25/01/2018 9:10,59.1
25/01/2018 9:20,59.9
25/01/2018 9:30,65.9
25/01/2018 9:40,64.2
25/01/2018 9:50,66.3
25/01/2018 10:00,70.2
25/01/2018 10:10,71.2
25/01/2018 10:20,72.6
25/01/2018 10:30,71.7
25/01/2018 10:40,74.8
25/01/2018 10:50,76.7
25/01/2018 11:00,74.3
25/01/2018 11:10,74.0
25/01/2018 11:20,76.2
25/01/2018 11:30,76.1
25/01/2018 11:40,76.9
25/01/2018 11:50,74.0
25/01/2018 12:00,71.1
25/01/2018 12:10,71.0
25/01/2018 12:20,70.0
25/01/2018 12:30,68.5
25/01/2018 12:40,69.1
25/01/2018 12:50,69.1
25/01/2018 13:00,66.5
25/01/2018 13:10,64.4
25/01/2018 13:20,62.1
25/01/2018 13:30,58.2
25/01/2018 13:40,53.9
25/01/2018 13:50,55.2
25/01/2018 14:00,52.7
25/01/2018 14:10,50.7
25/01/2018 14:20,45.8
25/01/2018 14:30,45.0
25/01/2018 14:40,45.7
25/01/2018 14:50,44.7
25/01/2018 15:00,41.3
25/01/2018 15:10,39.8
25/01/2018 15:20,38.9
25/01/2018 15:30,37.0
25/01/2018 15:40,32.7
25/01/2018 15:50,32.8
25/01/2018 16:00,32.9
25/01/2018 16:10,32.0
25/01/2018 16:20,32.8
25/01/2018 16:30,33.4
25/01/2018 16:40,33.8
25/01/2018 16:50,31.1
25/01/2018 17:00,32.5
25/01/2018 17:10,33.9
25/01/2018 17:20,37.5
25/01/2018 17:30,35.5
25/01/2018 17:40,36.1
25/01/2018 17:50,35.0
25/01/2018 18:00,34.9
25/01/2018 18:10,35.9
25/01/2018 18:20,38.7
25/01/2018 18:30,37.7
25/01/2018 18:40,36.1
25/01/2018 18:50,41.3
25/01/2018 19:00,38.9
25/01/2018 19:10,36.1
25/01/2018 19:20,32.9
25/01/2018 19:30,31.7
25/01/2018 19:40,30.2
25/01/2018 19:50,29.0
25/01/2018 20:00,26.4
25/01/2018 20:10,25.2
25/01/2018 20:20,24.1
25/01/2018 20:30,24.1
25/01/2018 20:40,23.5
25/01/2018 20:50,23.1
25/01/2018 21:00,19.9
25/01/2018 21:10,20.2
25/01/2018 21:20,20.1
25/01/2018 21:30,19.5
25/01/2018 21:40,18.7
25/01/2018 21:50,17.8
25/01/2018 22:00,17.3
25/01/2018 22:10,16.3
25/01/2018 22:20,14.8
25/01/2018 22:30,14.0
25/01/2018 22:40,13.7
25/01/2018 22:50,14.2
25/01/2018 23:00,14.0
25/01/2018 23:10,14.3
25/01/2018 23:20,14.3
25/01/2018 23:30,14.5
25/01/2018 23:40,14.5
25/01/2018 23:50,14.6
26/01/2018 0:00,13.9
26/01/2018 0:10,14.3
26/01/2018 0:20,14.2
26/01/2018 0:30,13.7
26/01/2018 0:40,14.5
26/01/2018 0:50,14.5
26/01/2018 1:00,15.3
26/01/2018 1:10,14.8
26/01/2018 1:20,14.7
26/01/2018 1:30,14.0
26/01/2018 1:40,14.1
26/01/2018 1:50,14.2
26/01/2018 2:00,14.6
26/01/2018 2:10,14.2
26/01/2018 2:20,14.2
26/01/2018 2:30,14.5
26/01/2018 2:40,14.2
26/01/2018 2:50,14.3
26/01/2018 3:00,14.5
26/01/2018 3:10,15.1
26/01/2018 3:20,14.8
26/01/2018 3:30,15.1
26/01/2018 3:40,14.6
26/01/2018 3:50,14.7
26/01/2018 4:00,15.1
26/01/2018 4:10,14.9
26/01/2018 4:20,14.7
26/01/2018 4:30,14.8
26/01/2018 4:40,13.9
26/01/2018 4:50,14.2
26/01/2018 5:00,14.2
26/01/2018 5:10,14.6
26/01/2018 5:20,14.6
26/01/2018 5:30,14.7
26/01/2018 5:40,14.5
26/01/2018 5:50,15.1
26/01/2018 6:00,17.4
26/01/2018 6:10,17.2
26/01/2018 6:20,16.8
26/01/2018 6:30,17.3
26/01/2018 6:40,17.0
26/01/2018 6:50,17.3
26/01/2018 7:00,16.9
26/01/2018 7:10,17.1
26/01/2018 7:20,17.3
26/01/2018 7:30,18.2
26/01/2018 7:40,18.5
26/01/2018 7:50,17.8
26/01/2018 8:00,18.2
26/01/2018 8:10,19.7
26/01/2018 8:20,18.9
26/01/2018 8:30,17.0
26/01/2018 8:40,17.6
26/01/2018 8:50,18.0
26/01/2018 9:00,18.2
26/01/2018 9:10,18.0
26/01/2018 9:20,17.8
26/01/2018 9:30,17.5
26/01/2018 9:40,17.9
26/01/2018 9:50,18.0
26/01/2018 10:00,17.6
26/01/2018 10:10,17.6
26/01/2018 10:20,17.6
26/01/2018 10:30,18.4
26/01/2018 10:40,17.5
26/01/2018 10:50,17.5
26/01/2018 11:00,17.0
26/01/2018 11:10,19.3
26/01/2018 11:20,20.1
26/01/2018 11:30,20.2
26/01/2018 11:40,18.8
26/01/2018 11:50,18.4
26/01/2018 12:00,20.2
26/01/2018 12:10,20.9
26/01/2018 12:20,21.5
26/01/2018 12:30,22.2
26/01/2018 12:40,21.8
26/01/2018 12:50,21.3
26/01/2018 13:00,21.6
26/01/2018 13:10,21.7
26/01/2018 13:20,21.1
26/01/2018 13:30,21.6
26/01/2018 13:40,19.8
26/01/2018 13:50,18.5
26/01/2018 14:00,18.7
26/01/2018 14:10,17.5
26/01/2018 14:20,16.7
26/01/2018 14:30,13.2
26/01/2018 14:40,12.6
26/01/2018 14:50,12.2
26/01/2018 15:00,11.9
26/01/2018 15:10,11.8
26/01/2018 15:20,12.3
26/01/2018 15:30,12.5
26/01/2018 15:40,12.5
26/01/2018 15:50,11.8
26/01/2018 16:00,12.2
26/01/2018 16:10,12.5
26/01/2018 16:20,12.6
26/01/2018 16:30,11.9
26/01/2018 16:40,12.4
26/01/2018 16:50,11.9
26/01/2018 17:00,12.6
26/01/2018 17:10,13.2
26/01/2018 17:20,12.6
26/01/2018 17:30,11.9
26/01/2018 17:40,12.1
26/01/2018 17:50,12.0
26/01/2018 18:00,12.1
26/01/2018 18:10,11.8
26/01/2018 18:20,11.9
26/01/2018 18:30,12.4
26/01/2018 18:40,13.8
26/01/2018 18:50,14.1
26/01/2018 19:00,13.6
26/01/2018 19:10,13.4
26/01/2018 19:20,13.4
26/01/2018 19:30,13.8
26/01/2018 19:40,14.5
26/01/2018 19:50,14.0
26/01/2018 20:00,13.0
26/01/2018 20:10,13.4
26/01/2018 20:20,13.5
26/01/2018 20:30,13.2
26/01/2018 20:40,13.6
26/01/2018 20:50,13.4
26/01/2018 21:00,13.2
26/01/2018 21:10,12.9
26/01/2018 21:20,13.6
26/01/2018 21:30,13.1
26/01/2018 21:40,13.1
26/01/2018 21:50,12.7
26/01/2018 22:00,13.7
26/01/2018 22:10,13.3
26/01/2018 22:20,13.6
26/01/2018 22:30,13.5
26/01/2018 22:40,13.7
26/01/2018 22:50,12.8
26/01/2018 23:00,13.4
26/01/2018 23:10,13.4
26/01/2018 23:20,13.5
26/01/2018 23:30,13.3
26/01/2018 23:40,13.8
26/01/2018 23:50,13.6
27/01/2018 0:00,13.9
27/01/2018 0:10,13.4
27/01/2018 0:20,13.5
27/01/2018 0:30,13.2
27/01/2018 0:40,13.2
27/01/2018 0:50,12.9
27/01/2018 1:00,13.4
27/01/2018 1:10,13.1
27/01/2018 1:20,13.6
27/01/2018 1:30,13.7
27/01/2018 1:40,14.0
27/01/2018 1:50,13.8
27/01/2018 2:00,13.4
27/01/2018 2:10,13.1
27/01/2018 2:20,13.0
27/01/2018 2:30,12.8
27/01/2018 2:40,13.2
27/01/2018 2:50,13.5
27/01/2018 3:00,13.5
27/01/2018 3:10,13.7
27/01/2018 3:20,14.3
27/01/2018 3:30,14.0
27/01/2018 3:40,13.4
27/01/2018 3:50,13.1
27/01/2018 4:00,13.5
27/01/2018 4:10,13.3
27/01/2018 4:20,13.5
27/01/2018 4:30,13.1
27/01/2018 4:40,13.8
27/01/2018 4:50,13.4
27/01/2018 5:00,13.3
27/01/2018 5:10,13.2
27/01/2018 5:20,13.3
27/01/2018 5:30,13.1
27/01/2018 5:40,13.2
27/01/2018 5:50,12.8
27/01/2018 6:00,13.4
27/01/2018 6:10,13.3
27/01/2018 6:20,14.0
27/01/2018 6:30,13.6
27/01/2018 6:40,13.3
27/01/2018 6:50,13.1
27/01/2018 7:00,14.2
27/01/2018 7:10,12.7
27/01/2018 7:20,13.2
27/01/2018 7:30,13.1
27/01/2018 7:40,13.2
27/01/2018 7:50,13.9
27/01/2018 8:00,14.0
27/01/2018 8:10,12.6
27/01/2018 8:20,12.6
27/01/2018 8:30,12.1
27/01/2018 8:40,12.5
27/01/2018 8:50,12.7
27/01/2018 9:00,13.6
27/01/2018 9:10,13.3
27/01/2018 9:20,13.3
27/01/2018 9:30,13.5
27/01/2018 9:40,13.9
27/01/2018 9:50,13.4
27/01/2018 10:00,13.1
27/01/2018 10:10,13.2
27/01/2018 10:20,13.3
27/01/2018 10:30,13.2
27/01/2018 10:40,13.2
27/01/2018 10:50,13.9
27/01/2018 11:00,14.5
27/01/2018 11:10,13.5
27/01/2018 11:20,13.7
27/01/2018 11:30,14.3
27/01/2018 11:40,13.6
27/01/2018 11:50,13.0
27/01/2018 12:00,13.6
27/01/2018 12:10,13.2
27/01/2018 12:20,13.1
27/01/2018 12:30,13.0
27/01/2018 12:40,13.3
27/01/2018 12:50,13.1
27/01/2018 13:00,13.4
27/01/2018 13:10,13.8
27/01/2018 13:20,13.7
27/01/2018 13:30,13.1
27/01/2018 13:40,13.2
27/01/2018 13:50,12.8
27/01/2018 14:00,12.3
27/01/2018 14:10,12.0
27/01/2018 14:20,11.9
27/01/2018 14:30,12.1
27/01/2018 14:40,12.2
27/01/2018 14:50,12.1
27/01/2018 15:00,11.9
27/01/2018 15:10,12.0
27/01/2018 15:20,11.9
27/01/2018 15:30,12.4
27/01/2018 15:40,12.2
27/01/2018 15:50,12.1
27/01/2018 16:00,12.5
27/01/2018 16:10,12.6
27/01/2018 16:20,12.3
27/01/2018 16:30,12.6
27/01/2018 16:40,12.0
27/01/2018 16:50,12.1
27/01/2018 17:00,11.8
27/01/2018 17:10,12.3
27/01/2018 17:20,11.9
27/01/2018 17:30,12.1
27/01/2018 17:40,11.9
27/01/2018 17:50,12.2
27/01/2018 18:00,12.1
27/01/2018 18:10,12.3
27/01/2018 18:20,12.0
27/01/2018 18:30,11.9
27/01/2018 18:40,13.4
27/01/2018 18:50,13.8
27/01/2018 19:00,13.8
27/01/2018 19:10,13.0
27/01/2018 19:20,13.1
27/01/2018 19:30,13.3
27/01/2018 19:40,13.6
27/01/2018 19:50,13.7
27/01/2018 20:00,14.1
27/01/2018 20:10,13.2
27/01/2018 20:20,13.1
27/01/2018 20:30,12.9
27/01/2018 20:40,13.3
27/01/2018 20:50,13.3
27/01/2018 21:00,13.1
27/01/2018 21:10,13.5
27/01/2018 21:20,13.2
27/01/2018 21:30,13.8
27/01/2018 21:40,13.1
27/01/2018 21:50,13.3
27/01/2018 22:00,13.4
27/01/2018 22:10,13.7
27/01/2018 22:20,12.9
27/01/2018 22:30,13.0
27/01/2018 22:40,13.2
27/01/2018 22:50,14.2
27/01/2018 23:00,13.3
27/01/2018 23:10,14.1
27/01/2018 23:20,14.0
27/01/2018 23:30,13.5
27/01/2018 23:40,13.0
27/01/2018 23:50,13.2
28/01/2018 0:00,12.8
28/01/2018 0:10,13.0
28/01/2018 0:20,12.5
28/01/2018 0:30,13.4
28/01/2018 0:40,13.3
28/01/2018 0:50,13.1
28/01/2018 1:00,13.2
28/01/2018 1:10,13.0
28/01/2018 1:20,12.6
28/01/2018 1:30,13.4
28/01/2018 1:40,13.2
28/01/2018 1:50,13.0
28/01/2018 2:00,12.8
28/01/2018 2:10,13.1
28/01/2018 2:20,13.3
28/01/2018 2:30,13.5
28/01/2018 2:40,13.6
28/01/2018 2:50,13.1
28/01/2018 3:00,13.1
28/01/2018 3:10,13.0
28/01/2018 3:20,13.1
28/01/2018 3:30,13.0
28/01/2018 3:40,13.8
28/01/2018 3:50,13.7
28/01/2018 4:00,14.6
28/01/2018 4:10,13.8
28/01/2018 4:20,13.0
28/01/2018 4:30,13.3
28/01/2018 4:40,12.7
28/01/2018 4:50,13.1
28/01/2018 5:00,13.0
28/01/2018 5:10,13.3
28/01/2018 5:20,12.9
28/01/2018 5:30,13.3
28/01/2018 5:40,13.5
28/01/2018 5:50,13.5
28/01/2018 6:00,13.0
28/01/2018 6:10,13.3
28/01/2018 6:20,13.4
28/01/2018 6:30,13.0
28/01/2018 6:40,13.2
28/01/2018 6:50,13.2
28/01/2018 7:00,13.9
28/01/2018 7:10,13.3
28/01/2018 7:20,13.1
28/01/2018 7:30,13.8
28/01/2018 7:40,14.0
28/01/2018 7:50,13.2
28/01/2018 8:00,12.9
28/01/2018 8:10,12.3
28/01/2018 8:20,12.1
28/01/2018 8:30,12.3
28/01/2018 8:40,12.4
28/01/2018 8:50,12.1
28/01/2018 9:00,12.6
28/01/2018 9:10,12.2
28/01/2018 9:20,12.6
28/01/2018 9:30,11.7
28/01/2018 9:40,12.0
28/01/2018 9:50,12.0
28/01/2018 10:00,12.0
28/01/2018 10:10,11.8
28/01/2018 10:20,11.7
28/01/2018 10:30,12.1
28/01/2018 10:40,12.0
28/01/2018 10:50,12.3
28/01/2018 11:00,12.2
28/01/2018 11:10,12.6
28/01/2018 11:20,11.7
28/01/2018 11:30,11.9
28/01/2018 11:40,11.6
28/01/2018 11:50,12.1
28/01/2018 12:00,12.2
28/01/2018 12:10,13.3
28/01/2018 12:20,12.6
28/01/2018 12:30,12.7
28/01/2018 12:40,12.2
28/01/2018 12:50,12.2
28/01/2018 13:00,12.0
28/01/2018 13:10,11.8
28/01/2018 13:20,12.0
28/01/2018 13:30,12.0
28/01/2018 13:40,12.0
28/01/2018 13:50,12.1
28/01/2018 14:00,11.9
28/01/2018 14:10,12.1
28/01/2018 14:20,12.5
28/01/2018 14:30,13.0
28/01/2018 14:40,13.0
28/01/2018 14:50,12.0
28/01/2018 15:00,11.9
28/01/2018 15:10,11.8
28/01/2018 15:20,12.0
28/01/2018 15:30,11.9
28/01/2018 15:40,12.2
28/01/2018 15:50,12.0
28/01/2018 16:00,12.5
28/01/2018 16:10,12.4
28/01/2018 16:20,12.3
28/01/2018 16:30,11.9
28/01/2018 16:40,12.1
28/01/2018 16:50,11.9
28/01/2018 17:00,12.3
28/01/2018 17:10,12.3
28/01/2018 17:20,12.4
28/01/2018 17:30,12.0
28/01/2018 17:40,12.0
28/01/2018 17:50,12.2
28/01/2018 18:00,12.3
28/01/2018 18:10,12.3
28/01/2018 18:20,11.8
28/01/2018 18:30,12.0
28/01/2018 18:40,12.7
28/01/2018 18:50,14.1
28/01/2018 19:00,13.6
28/01/2018 19:10,14.1
28/01/2018 19:20,13.6
28/01/2018 19:30,13.7
28/01/2018 19:40,13.4
28/01/2018 19:50,14.3
28/01/2018 20:00,13.9
28/01/2018 20:10,13.5
28/01/2018 20:20,13.5
28/01/2018 20:30,13.2
28/01/2018 20:40,13.2
28/01/2018 20:50,13.0
28/01/2018 21:00,13.3
28/01/2018 21:10,13.1
28/01/2018 21:20,13.5
28/01/2018 21:30,13.6
28/01/2018 21:40,13.6
28/01/2018 21:50,13.6
28/01/2018 22:00,13.5
28/01/2018 22:10,13.1
28/01/2018 22:20,13.0
28/01/2018 22:30,13.4
28/01/2018 22:40,13.1
28/01/2018 22:50,13.2
28/01/2018 23:00,13.3
28/01/2018 23:10,14.0
28/01/2018 23:20,13.4
28/01/2018 23:30,13.9
28/01/2018 23:40,14.3
28/01/2018 23:50,13.4
29/01/2018 0:00,13.3
29/01/2018 0:10,13.1
29/01/2018 0:20,13.3
29/01/2018 0:30,13.1
29/01/2018 0:40,13.8
29/01/2018 0:50,13.7
29/01/2018 1:00,13.9
29/01/2018 1:10,13.6
29/01/2018 1:20,13.5
29/01/2018 1:30,13.3
29/01/2018 1:40,13.0
29/01/2018 1:50,13.4
29/01/2018 2:00,13.0
29/01/2018 2:10,13.2
29/01/2018 2:20,13.2
29/01/2018 2:30,13.6
29/01/2018 2:40,13.9
29/01/2018 2:50,14.0
29/01/2018 3:00,13.9
29/01/2018 3:10,13.6
29/01/2018 3:20,13.6
29/01/2018 3:30,13.3
29/01/2018 3:40,13.7
29/01/2018 3:50,14.0
29/01/2018 4:00,13.4
29/01/2018 4:10,14.2
29/01/2018 4:20,13.8
29/01/2018 4:30,14.0
29/01/2018 4:40,14.6
29/01/2018 4:50,13.7
29/01/2018 5:00,13.8
29/01/2018 5:10,13.6
29/01/2018 5:20,13.3
29/01/2018 5:30,13.5
29/01/2018 5:40,13.7
29/01/2018 5:50,14.2
29/01/2018 6:00,14.7
29/01/2018 6:10,15.6
29/01/2018 6:20,18.5
29/01/2018 6:30,19.0
29/01/2018 6:40,19.9
29/01/2018 6:50,18.5
29/01/2018 7:00,16.6
29/01/2018 7:10,16.7
29/01/2018 7:20,21.5
29/01/2018 7:30,22.4
29/01/2018 7:40,30.8
29/01/2018 7:50,39.1
29/01/2018 8:00,47.6
29/01/2018 8:10,53.4
29/01/2018 8:20,58.8
29/01/2018 8:30,56.6
29/01/2018 8:40,55.1
29/01/2018 8:50,53.1
29/01/2018 9:00,54.1
29/01/2018 9:10,57.4
29/01/2018 9:20,57.0
29/01/2018 9:30,59.1
29/01/2018 9:40,60.8
29/01/2018 9:50,60.9
29/01/2018 10:00,67.0
29/01/2018 10:10,68.4
29/01/2018 10:20,69.9
29/01/2018 10:30,70.9
29/01/2018 10:40,72.6
29/01/2018 10:50,70.6
29/01/2018 11:00,72.5
29/01/2018 11:10,73.9
29/01/2018 11:20,77.8
29/01/2018 11:30,76.7
29/01/2018 11:40,76.8
29/01/2018 11:50,78.5
29/01/2018 12:00,74.9
29/01/2018 12:10,76.9
29/01/2018 12:20,74.4
29/01/2018 12:30,73.5
29/01/2018 12:40,71.8
29/01/2018 12:50,77.1
29/01/2018 13:00,75.3
29/01/2018 13:10,71.7
29/01/2018 13:20,70.6
29/01/2018 13:30,73.7
29/01/2018 13:40,65.1
29/01/2018 13:50,62.2
29/01/2018 14:00,60.5
29/01/2018 14:10,56.3
29/01/2018 14:20,57.2
29/01/2018 14:30,52.4
29/01/2018 14:40,51.8
29/01/2018 14:50,45.3
29/01/2018 15:00,40.6
29/01/2018 15:10,40.4
29/01/2018 15:20,40.5
29/01/2018 15:30,36.6
29/01/2018 15:40,36.7
29/01/2018 15:50,36.7
29/01/2018 16:00,35.4
29/01/2018 16:10,37.1
29/01/2018 16:20,37.3
29/01/2018 16:30,33.8
29/01/2018 16:40,34.1
29/01/2018 16:50,33.1
29/01/2018 17:00,35.5
29/01/2018 17:10,36.9
29/01/2018 17:20,38.2
29/01/2018 17:30,40.2
29/01/2018 17:40,39.9
29/01/2018 17:50,39.8
29/01/2018 18:00,38.5
29/01/2018 18:10,37.7
29/01/2018 18:20,39.2
29/01/2018 18:30,38.9
29/01/2018 18:40,39.1
