date,TA1,power
2018-01-01 00:00:00,15.8,12.8
2018-01-01 00:10:00,15.7,12.8
2018-01-01 00:20:00,15.6,12.7
2018-01-01 00:30:00,15.5,12.4
2018-01-01 00:40:00,15.4,12.4
2018-01-01 00:50:00,15.25,12.4
2018-01-01 01:00:00,15.1,12.5
2018-01-01 01:10:00,15.02,12.3
2018-01-01 01:20:00,14.95,12.6
2018-01-01 01:30:00,14.82,13.0
2018-01-01 01:40:00,14.625,12.6
2018-01-01 01:50:00,14.48,12.7
2018-01-01 02:00:00,14.2,12.8
2018-01-01 02:10:00,14.0,12.4
2018-01-01 02:20:00,13.74,12.2
2018-01-01 02:30:00,13.48,12.4
2018-01-01 02:40:00,13.4,12.4
2018-01-01 02:50:00,13.34,12.3
2018-01-01 03:00:00,13.1,12.5
2018-01-01 03:10:00,12.72,12.5
2018-01-01 03:20:00,12.5,12.4
2018-01-01 03:30:00,12.4,12.3
2018-01-01 03:40:00,12.14,12.5
2018-01-01 03:50:00,12.1,12.5
2018-01-01 04:00:00,12.1,12.2
2018-01-01 04:10:00,11.64,12.6
2018-01-01 04:20:00,11.34,12.9
2018-01-01 04:30:00,11.36,12.7
2018-01-01 04:40:00,11.6,12.8
2018-01-01 04:50:00,11.7,12.7
2018-01-01 05:00:00,11.5,12.5
2018-01-01 05:10:00,11.7,12.5
2018-01-01 05:20:00,11.8,12.5
2018-01-01 05:30:00,11.48,12.6
2018-01-01 05:40:00,11.06,12.6
2018-01-01 05:50:00,10.6,13.1
2018-01-01 06:00:00,10.45,15.3
2018-01-01 06:10:00,10.16,15.1
2018-01-01 06:20:00,10.0,15.4
2018-01-01 06:30:00,9.94,15.9
2018-01-01 06:40:00,9.925,15.9
2018-01-01 06:50:00,10.06,15.6
2018-01-01 07:00:00,9.72,15.7
2018-01-01 07:10:00,9.52,15.5
2018-01-01 07:20:00,9.5,15.4
2018-01-01 07:30:00,9.419999999999998,15.4
2018-01-01 07:40:00,9.6,15.8
2018-01-01 07:50:00,9.74,15.9
2018-01-01 08:00:00,9.58,15.6
2018-01-01 08:10:00,9.9,15.4
2018-01-01 08:20:00,10.1,14.4
2018-01-01 08:30:00,10.28,13.7
2018-01-01 08:40:00,10.04,13.5
2018-01-01 08:50:00,9.92,13.4
2018-01-01 09:00:00,10.32,14.4
2018-01-01 09:10:00,10.96,14.3
2018-01-01 09:20:00,11.74,13.3
2018-01-01 09:30:00,12.46,13.6
2018-01-01 09:40:00,12.86,13.5
2018-01-01 09:50:00,12.88,13.3
2018-01-01 10:00:00,13.1,13.5
2018-01-01 10:10:00,13.38,13.3
2018-01-01 10:20:00,13.2,13.2
2018-01-01 10:30:00,13.28,13.2
2018-01-01 10:40:00,13.3,13.2
2018-01-01 10:50:00,13.6,13.1
2018-01-01 11:00:00,13.919999999999998,13.1
2018-01-01 11:10:00,14.233333333333334,13.1
2018-01-01 11:20:00,14.24,13.3
2018-01-01 11:30:00,14.32,13.6
2018-01-01 11:40:00,14.34,14.3
2018-01-01 11:50:00,15.14,13.6
2018-01-01 12:00:00,15.78,13.3
2018-01-01 12:10:00,16.68,13.3
2018-01-01 12:20:00,15.84,13.1
2018-01-01 12:30:00,15.9,13.1
2018-01-01 12:40:00,15.94,13.7
2018-01-01 12:50:00,15.48,13.6
2018-01-01 13:00:00,15.580000000000002,13.2
2018-01-01 13:10:00,16.04,13.1
2018-01-01 13:20:00,16.46,13.5
2018-01-01 13:30:00,16.839999999999996,13.2
2018-01-01 13:40:00,16.939999999999998,13.2
2018-01-01 13:50:00,16.919999999999998,13.5
2018-01-01 14:00:00,17.15,13.1
2018-01-01 14:10:00,17.32,13.1
2018-01-01 14:20:00,18.32,13.2
2018-01-01 14:30:00,18.74,13.1
2018-01-01 14:40:00,18.88,13.1
2018-01-01 14:50:00,19.02,13.4
2018-01-01 15:00:00,19.14,13.5
2018-01-01 15:10:00,19.34,13.5
2018-01-01 15:20:00,18.9,13.8
2018-01-01 15:30:00,19.04,13.6
2018-01-01 15:40:00,18.3,13.2
2018-01-01 15:50:00,18.4,13.5
2018-01-01 16:00:00,18.5,13.5
2018-01-01 16:10:00,18.38,13.3
2018-01-01 16:20:00,18.3,13.2
2018-01-01 16:30:00,18.380000000000003,13.5
2018-01-01 16:40:00,18.24,13.3
2018-01-01 16:50:00,17.86,13.2
2018-01-01 17:00:00,17.52,14.0
2018-01-01 17:10:00,17.259999999999998,13.3
2018-01-01 17:20:00,17.060000000000002,13.5
2018-01-01 17:30:00,16.84,13.6
2018-01-01 17:40:00,16.82,13.0
2018-01-01 17:50:00,16.86,14.4
2018-01-01 18:00:00,16.82,15.6
2018-01-01 18:10:00,16.7,15.6
2018-01-01 18:20:00,16.54,15.7
2018-01-01 18:30:00,16.34,16.1
2018-01-01 18:40:00,16.080000000000002,16.2
2018-01-01 18:50:00,16.02,16.8
2018-01-01 19:00:00,16.060000000000002,16.5
2018-01-01 19:10:00,15.82,16.2
2018-01-01 19:20:00,15.66,16.1
2018-01-01 19:30:00,15.84,16.6
2018-01-01 19:40:00,15.5,16.6
2018-01-01 19:50:00,15.1,16.2
2018-01-01 20:00:00,14.52,15.2
2018-01-01 20:10:00,14.475,15.6
2018-01-01 20:20:00,14.32,15.5
2018-01-01 20:30:00,14.24,16.2
2018-01-01 20:40:00,14.4,16.7
2018-01-01 20:50:00,14.38,16.1
2018-01-01 21:00:00,14.02,15.8
2018-01-01 21:10:00,13.820000000000002,15.9
2018-01-01 21:20:00,13.66,15.7
2018-01-01 21:30:00,13.56,15.5
2018-01-01 21:40:00,13.34,15.8
2018-01-01 21:50:00,13.06,16.0
2018-01-01 22:00:00,13.04,16.6
2018-01-01 22:10:00,13.24,14.7
2018-01-01 22:20:00,12.96,12.6
2018-01-01 22:30:00,13.1,12.3
2018-01-01 22:40:00,13.179999999999998,12.8
2018-01-01 22:50:00,13.36,12.6
2018-01-01 23:00:00,13.14,12.8
2018-01-01 23:10:00,12.7,13.3
2018-01-01 23:20:00,12.5,13.0
2018-01-01 23:30:00,12.3,12.4
2018-01-01 23:40:00,12.24,12.7
2018-01-01 23:50:00,12.2,12.5
2018-01-02 00:00:00,12.0,12.3
2018-01-02 00:10:00,11.82,12.4
2018-01-02 00:20:00,12.02,12.6
2018-01-02 00:30:00,12.0,12.8
2018-01-02 00:40:00,12.28,12.9
2018-01-02 00:50:00,12.5,12.9
2018-01-02 01:00:00,12.32,12.7
2018-01-02 01:10:00,12.3,12.8
2018-01-02 01:20:00,12.5,12.6
2018-01-02 01:30:00,12.56,12.5
2018-01-02 01:40:00,12.52,12.7
2018-01-02 01:50:00,12.74,12.7
2018-01-02 02:00:00,12.72,12.5
2018-01-02 02:10:00,12.34,12.7
2018-01-02 02:20:00,11.86,12.5
2018-01-02 02:30:00,11.72,12.5
2018-01-02 02:40:00,11.54,12.7
2018-01-02 02:50:00,11.66,12.8
2018-01-02 03:00:00,11.54,13.2
2018-01-02 03:10:00,11.06,13.9
2018-01-02 03:20:00,10.95,12.8
2018-01-02 03:30:00,11.42,12.6
2018-01-02 03:40:00,11.78,12.7
2018-01-02 03:50:00,11.7,12.9
2018-01-02 04:00:00,11.5,12.4
2018-01-02 04:10:00,11.32,12.6
2018-01-02 04:20:00,11.02,12.7
2018-01-02 04:30:00,10.74,12.5
2018-01-02 04:40:00,10.44,12.7
2018-01-02 04:50:00,10.48,12.6
2018-01-02 05:00:00,10.36,12.5
2018-01-02 05:10:00,10.16,12.7
2018-01-02 05:20:00,10.32,12.6
2018-01-02 05:30:00,10.66,12.5
2018-01-02 05:40:00,10.3,12.9
2018-01-02 05:50:00,10.18,13.4
2018-01-02 06:00:00,10.64,15.6
2018-01-02 06:10:00,10.96,15.8
2018-01-02 06:20:00,11.1,15.6
2018-01-02 06:30:00,11.18,15.4
2018-01-02 06:40:00,11.28,16.1
2018-01-02 06:50:00,11.26,16.5
2018-01-02 07:00:00,11.2,17.1
2018-01-02 07:10:00,11.06,16.5
2018-01-02 07:20:00,10.96,15.4
2018-01-02 07:30:00,11.0,15.3
2018-01-02 07:40:00,11.06,15.8
2018-01-02 07:50:00,10.84,15.5
2018-01-02 08:00:00,10.68,15.2
2018-01-02 08:10:00,10.62,15.5
2018-01-02 08:20:00,11.26,15.0
2018-01-02 08:30:00,11.54,13.3
2018-01-02 08:40:00,11.26,13.2
2018-01-02 08:50:00,11.68,13.9
2018-01-02 09:00:00,12.26,14.4
2018-01-02 09:10:00,12.9,14.0
2018-01-02 09:20:00,13.22,13.7
2018-01-02 09:30:00,13.68,13.1
2018-01-02 09:40:00,13.8,13.2
2018-01-02 09:50:00,14.14,13.1
2018-01-02 10:00:00,14.66,13.4
2018-01-02 10:10:00,15.54,13.1
2018-01-02 10:20:00,15.74,12.9
2018-01-02 10:30:00,16.0,13.0
2018-01-02 10:40:00,16.259999999999998,12.9
2018-01-02 10:50:00,16.82,13.4
2018-01-02 11:00:00,17.080000000000002,13.5
2018-01-02 11:10:00,17.4,13.1
2018-01-02 11:20:00,17.8,13.2
2018-01-02 11:30:00,17.96,13.8
2018-01-02 11:40:00,18.2,14.1
2018-01-02 11:50:00,18.34,14.1
2018-01-02 12:00:00,18.34,13.9
2018-01-02 12:10:00,18.6,13.9
2018-01-02 12:20:00,18.86,13.6
2018-01-02 12:30:00,19.14,13.4
2018-01-02 12:40:00,19.28,12.7
2018-01-02 12:50:00,19.28,12.9
2018-01-02 13:00:00,19.36,12.7
2018-01-02 13:10:00,19.34,12.9
2018-01-02 13:20:00,19.56,13.3
2018-01-02 13:30:00,19.66,13.8
2018-01-02 13:40:00,19.7,13.7
2018-01-02 13:50:00,19.74,13.9
2018-01-02 14:00:00,19.92,12.9
2018-01-02 14:10:00,19.95,13.0
2018-01-02 14:20:00,20.1,14.2
2018-01-02 14:30:00,20.06,14.0
2018-01-02 14:40:00,20.02,12.6
2018-01-02 14:50:00,20.0,12.7
2018-01-02 15:00:00,19.9,12.5
2018-01-02 15:10:00,19.8,12.6
2018-01-02 15:20:00,19.88,12.8
2018-01-02 15:30:00,19.825,12.6
2018-01-02 15:40:00,19.56,12.6
2018-01-02 15:50:00,19.5,12.9
2018-01-02 16:00:00,19.466666666666665,12.8
2018-01-02 16:10:00,19.34,12.6
2018-01-02 16:20:00,19.125,12.9
2018-01-02 16:30:00,19.0,12.8
2018-01-02 16:40:00,,12.6
2018-01-02 16:50:00,,12.8
2018-01-02 17:00:00,,12.8
2018-01-02 17:10:00,,12.8
2018-01-02 17:20:00,,14.1
2018-01-02 17:30:00,,14.1
2018-01-02 17:40:00,,13.5
2018-01-02 17:50:00,,15.1
2018-01-02 18:00:00,,15.7
2018-01-02 18:10:00,,15.5
2018-01-02 18:20:00,,15.0
2018-01-02 18:30:00,,14.8
2018-01-02 18:40:00,,15.1
2018-01-02 18:50:00,,15.9
2018-01-02 19:00:00,,15.2
2018-01-02 19:10:00,,15.3
2018-01-02 19:20:00,,15.3
2018-01-02 19:30:00,,15.0
2018-01-02 19:40:00,,14.9
2018-01-02 19:50:00,,15.2
2018-01-02 20:00:00,,15.2
2018-01-02 20:10:00,,15.0
2018-01-02 20:20:00,,16.8
2018-01-02 20:30:00,,16.6
2018-01-02 20:40:00,,16.8
2018-01-02 20:50:00,,16.6
2018-01-02 21:00:00,,16.2
2018-01-02 21:10:00,,15.7
2018-01-02 21:20:00,,15.9
2018-01-02 21:30:00,,15.9
2018-01-02 21:40:00,,15.2
2018-01-02 21:50:00,,14.8
2018-01-02 22:00:00,,15.2
2018-01-02 22:10:00,,13.8
2018-01-02 22:20:00,,12.5
2018-01-02 22:30:00,,12.1
2018-01-02 22:40:00,,12.3
2018-01-02 22:50:00,,12.4
2018-01-02 23:00:00,,12.1
2018-01-02 23:10:00,,12.1
2018-01-02 23:20:00,,12.1
2018-01-02 23:30:00,,11.9
2018-01-02 23:40:00,,12.1
2018-01-02 23:50:00,,12.7
2018-01-03 00:00:00,,12.1
2018-01-03 00:10:00,,12.0
2018-01-03 00:20:00,,12.2
2018-01-03 00:30:00,,12.0
2018-01-03 00:40:00,,12.0
2018-01-03 00:50:00,,12.2
2018-01-03 01:00:00,,12.1
2018-01-03 01:10:00,,12.2
2018-01-03 01:20:00,,12.3
2018-01-03 01:30:00,,12.0
2018-01-03 01:40:00,,12.2
2018-01-03 01:50:00,,12.0
2018-01-03 02:00:00,,11.9
2018-01-03 02:10:00,,12.1
2018-01-03 02:20:00,,12.2
2018-01-03 02:30:00,,11.8
2018-01-03 02:40:00,,12.2
2018-01-03 02:50:00,,12.2
2018-01-03 03:00:00,,12.0
2018-01-03 03:10:00,,11.9
2018-01-03 03:20:00,,11.9
2018-01-03 03:30:00,,12.2
2018-01-03 03:40:00,,12.5
2018-01-03 03:50:00,,12.2
2018-01-03 04:00:00,,12.0
2018-01-03 04:10:00,,12.1
2018-01-03 04:20:00,,12.1
2018-01-03 04:30:00,,12.0
2018-01-03 04:40:00,,12.6
2018-01-03 04:50:00,,12.9
2018-01-03 05:00:00,,12.0
2018-01-03 05:10:00,,12.1
2018-01-03 05:20:00,,12.0
2018-01-03 05:30:00,,11.9
2018-01-03 05:40:00,,12.6
2018-01-03 05:50:00,,14.1
2018-01-03 06:00:00,,15.6
2018-01-03 06:10:00,,15.8
2018-01-03 06:20:00,,15.8
2018-01-03 06:30:00,,15.4
2018-01-03 06:40:00,,15.6
2018-01-03 06:50:00,,15.6
2018-01-03 07:00:00,,15.5
2018-01-03 07:10:00,,16.4
2018-01-03 07:20:00,,15.8
2018-01-03 07:30:00,,16.3
2018-01-03 07:40:00,,16.4
2018-01-03 07:50:00,,15.8
2018-01-03 08:00:00,,16.9
2018-01-03 08:10:00,,16.7
2018-01-03 08:20:00,,16.7
2018-01-03 08:30:00,,15.5
2018-01-03 08:40:00,,14.7
2018-01-03 08:50:00,,13.5
2018-01-03 09:00:00,,13.8
2018-01-03 09:10:00,,13.5
2018-01-03 09:20:00,,14.6
2018-01-03 09:30:00,,15.9
2018-01-03 09:40:00,,15.1
2018-01-03 09:50:00,,14.7
2018-01-03 10:00:00,,14.8
2018-01-03 10:10:00,,14.9
2018-01-03 10:20:00,,14.5
2018-01-03 10:30:00,16.25,13.7
2018-01-03 10:40:00,16.439999999999998,13.7
2018-01-03 10:50:00,16.325,13.5
2018-01-03 11:00:00,16.68,13.7
2018-01-03 11:10:00,17.22,13.6
2018-01-03 11:20:00,17.55,13.6
2018-01-03 11:30:00,18.06,13.5
2018-01-03 11:40:00,18.26,13.2
2018-01-03 11:50:00,18.72,13.3
2018-01-03 12:00:00,19.08,13.9
2018-01-03 12:10:00,19.48,13.5
2018-01-03 12:20:00,19.74,13.5
2018-01-03 12:30:00,19.75,13.6
2018-01-03 12:40:00,19.9,13.6
2018-01-03 12:50:00,19.966666666666665,13.2
2018-01-03 13:00:00,20.26,13.6
2018-01-03 13:10:00,20.56,14.0
2018-01-03 13:20:00,20.82,13.9
2018-01-03 13:30:00,21.0,13.4
2018-01-03 13:40:00,20.98,13.3
2018-01-03 13:50:00,20.88,13.3
2018-01-03 14:00:00,21.02,13.5
2018-01-03 14:10:00,21.16,13.5
2018-01-03 14:20:00,21.36,13.4
2018-01-03 14:30:00,21.55,13.7
2018-01-03 14:40:00,21.66,13.8
2018-01-03 14:50:00,21.83333333333333,13.2
2018-01-03 15:00:00,21.8,14.1
2018-01-03 15:10:00,21.825,14.1
2018-01-03 15:20:00,20.42,14.9
2018-01-03 15:30:00,19.22,14.2
2018-01-03 15:40:00,19.380000000000003,14.7
2018-01-03 15:50:00,19.52,15.4
2018-01-03 16:00:00,19.625,14.8
2018-01-03 16:10:00,20.24,13.9
2018-01-03 16:20:00,21.16,14.0
2018-01-03 16:30:00,21.34,13.5
2018-01-03 16:40:00,21.06,13.8
2018-01-03 16:50:00,21.06,13.6
2018-01-03 17:00:00,20.660000000000004,13.4
2018-01-03 17:10:00,20.5,13.4
2018-01-03 17:20:00,20.34,13.4
2018-01-03 17:30:00,20.0,13.1
2018-01-03 17:40:00,19.68,13.1
2018-01-03 17:50:00,19.4,14.6
2018-01-03 18:00:00,19.33333333333333,15.4
2018-01-03 18:10:00,19.2,15.2
2018-01-03 18:20:00,18.880000000000003,15.4
2018-01-03 18:30:00,18.56,15.8
2018-01-03 18:40:00,18.38,16.3
2018-01-03 18:50:00,18.3,16.6
2018-01-03 19:00:00,18.34,17.0
2018-01-03 19:10:00,18.3,17.0
2018-01-03 19:20:00,18.08,16.9
2018-01-03 19:30:00,17.9,16.9
2018-01-03 19:40:00,17.75,15.7
2018-01-03 19:50:00,17.525,15.4
2018-01-03 20:00:00,17.366666666666664,15.5
2018-01-03 20:10:00,17.166666666666668,16.3
2018-01-03 20:20:00,16.919999999999998,17.4
2018-01-03 20:30:00,16.733333333333334,17.9
2018-01-03 20:40:00,16.6,17.1
2018-01-03 20:50:00,16.424999999999997,16.2
2018-01-03 21:00:00,16.72,15.9
2018-01-03 21:10:00,16.875,15.6
2018-01-03 21:20:00,16.733333333333334,15.3
2018-01-03 21:30:00,16.7,15.1
2018-01-03 21:40:00,16.6,15.6
2018-01-03 21:50:00,16.84,15.7
2018-01-03 22:00:00,16.8,15.7
2018-01-03 22:10:00,16.9,13.8
2018-01-03 22:20:00,16.775,12.8
2018-01-03 22:30:00,16.4,12.6
2018-01-03 22:40:00,15.6,12.8
2018-01-03 22:50:00,15.72,12.7
2018-01-03 23:00:00,15.62,12.8
2018-01-03 23:10:00,16.2,12.7
2018-01-03 23:20:00,16.325,12.5
2018-01-03 23:30:00,16.46,12.4
2018-01-03 23:40:00,16.0,12.9
2018-01-03 23:50:00,15.48,12.6
2018-01-04 00:00:00,15.5,12.5
2018-01-04 00:10:00,15.566666666666668,12.7
2018-01-04 00:20:00,15.55,12.9
2018-01-04 00:30:00,15.4,13.3
2018-01-04 00:40:00,15.45,12.7
2018-01-04 00:50:00,15.5,12.6
2018-01-04 01:00:00,15.5,12.5
2018-01-04 01:10:00,15.5,12.9
2018-01-04 01:20:00,15.12,12.9
2018-01-04 01:30:00,14.96,12.7
2018-01-04 01:40:00,14.76,12.8
2018-01-04 01:50:00,14.75,13.0
2018-01-04 02:00:00,14.7,12.8
2018-01-04 02:10:00,14.52,12.4
2018-01-04 02:20:00,14.65,12.6
2018-01-04 02:30:00,14.56,12.6
2018-01-04 02:40:00,14.5,12.3
2018-01-04 02:50:00,14.4,12.3
2018-01-04 03:00:00,14.25,12.5
2018-01-04 03:10:00,14.199999999999998,12.4
2018-01-04 03:20:00,14.2,12.5
2018-01-04 03:30:00,14.2,12.5
2018-01-04 03:40:00,14.080000000000002,12.4
2018-01-04 03:50:00,14.0,12.4
2018-01-04 04:00:00,14.0,12.6
2018-01-04 04:10:00,13.85,13.3
2018-01-04 04:20:00,13.66,13.0
2018-01-04 04:30:00,13.55,13.1
2018-01-04 04:40:00,13.475,12.7
2018-01-04 04:50:00,13.4,12.5
2018-01-04 05:00:00,13.4,12.9
2018-01-04 05:10:00,13.3,12.8
2018-01-04 05:20:00,13.2,12.6
2018-01-04 05:30:00,13.1,13.6
2018-01-04 05:40:00,12.94,13.3
2018-01-04 05:50:00,12.76,13.1
2018-01-04 06:00:00,12.733333333333334,15.6
2018-01-04 06:10:00,12.733333333333334,15.8
2018-01-04 06:20:00,12.699999999999998,15.9
2018-01-04 06:30:00,12.733333333333334,15.9
2018-01-04 06:40:00,12.699999999999998,15.6
2018-01-04 06:50:00,12.7,15.7
2018-01-04 07:00:00,12.72,15.6
2018-01-04 07:10:00,12.78,16.6
2018-01-04 07:20:00,12.775,17.6
2018-01-04 07:30:00,12.800000000000002,17.8
2018-01-04 07:40:00,12.825,17.4
2018-01-04 07:50:00,12.866666666666667,17.2
2018-01-04 08:00:00,12.919999999999998,16.5
2018-01-04 08:10:00,13.033333333333331,15.9
2018-01-04 08:20:00,13.025,14.8
2018-01-04 08:30:00,13.02,13.8
2018-01-04 08:40:00,13.325,13.3
2018-01-04 08:40:00,13.533333333333331,13.3
2018-01-04 08:40:00,13.675,13.3
2018-01-04 08:40:00,13.98,13.3
2018-01-04 08:40:00,14.48,13.3
2018-01-04 08:40:00,14.76,13.3
2018-01-04 08:40:00,14.94,13.3
2018-01-04 08:40:00,15.15,13.3
2018-01-04 08:40:00,15.6,13.3
2018-01-04 08:40:00,16.0,13.3
2018-01-04 08:40:00,16.2,13.3
2018-01-04 08:40:00,16.28,13.3
2018-01-04 08:40:00,16.4,13.3
2018-01-04 08:40:00,16.54,13.3
2018-01-04 08:40:00,16.4,13.3
2018-01-04 08:40:00,17.04,13.3
2018-01-04 08:40:00,17.4,13.3
2018-01-04 08:40:00,17.233333333333334,13.3
2018-01-04 08:40:00,17.12,13.3
2018-01-04 08:40:00,17.1,13.3
2018-01-04 08:40:00,17.12,13.3
2018-01-04 08:40:00,17.075000000000003,13.3
2018-01-04 08:40:00,17.125,13.3
2018-01-04 08:40:00,17.16,13.3
2018-01-04 08:40:00,17.1,13.3
2018-01-04 08:40:00,17.1,13.3
2018-01-04 08:40:00,17.1,13.3
2018-01-04 08:40:00,17.12,13.3
2018-01-04 08:40:00,17.060000000000002,13.3
2018-01-04 08:40:00,17.02,13.3
2018-01-04 08:40:00,17.0,13.3
2018-01-04 08:40:00,16.880000000000003,13.3
2018-01-04 08:40:00,16.866666666666664,13.3
2018-01-04 08:40:00,16.82,13.3
2018-01-04 14:20:00,16.866666666666664,15.6
2018-01-04 14:30:00,16.8,14.7
2018-01-04 14:40:00,16.875,13.3
2018-01-04 14:50:00,16.86,14.2
2018-01-04 15:00:00,16.775,13.1
2018-01-04 15:10:00,16.68,13.3
2018-01-04 15:20:00,16.68,13.2
2018-01-04 15:30:00,16.54,13.5
2018-01-04 15:40:00,16.62,14.3
2018-01-04 15:50:00,16.6,14.3
2018-01-04 16:00:00,16.66,13.5
2018-01-04 16:10:00,16.625,13.2
2018-01-04 16:20:00,16.54,13.2
2018-01-04 16:30:00,16.419999999999998,13.0
2018-01-04 16:40:00,16.275,12.9
2018-01-04 16:50:00,16.125,13.5
2018-01-04 17:00:00,16.025,12.9
2018-01-04 17:10:00,15.919999999999998,12.8
2018-01-04 17:20:00,15.833333333333334,13.0
2018-01-04 17:30:00,15.8,13.1
2018-01-04 17:40:00,15.7,13.2
2018-01-04 17:50:00,15.699999999999998,13.8
2018-01-04 18:00:00,15.6,15.1
2018-01-04 18:10:00,15.52,15.3
2018-01-04 18:20:00,15.5,15.0
2018-01-04 18:30:00,15.5,14.9
2018-01-04 18:40:00,15.575,14.9
2018-01-04 18:50:00,15.54,14.9
2018-01-04 19:00:00,15.6,15.2
2018-01-04 19:10:00,15.6,14.9
2018-01-04 19:20:00,15.666666666666666,15.3
2018-01-04 19:30:00,15.733333333333334,16.5
2018-01-04 19:40:00,15.78,16.7
2018-01-04 19:50:00,15.8,16.6
2018-01-04 20:00:00,15.8,16.9
2018-01-04 20:10:00,15.733333333333334,17.6
2018-01-04 20:20:00,15.7,16.5
2018-01-04 20:30:00,15.699999999999998,16.3
2018-01-04 20:40:00,15.7,16.3
2018-01-04 20:50:00,15.7,16.0
2018-01-04 21:00:00,15.766666666666666,16.5
2018-01-04 21:10:00,15.8,15.1
2018-01-04 21:20:00,15.72,14.9
2018-01-04 21:30:00,15.7,15.0
2018-01-04 21:40:00,15.7,15.1
2018-01-04 21:50:00,15.675,15.1
2018-01-04 22:00:00,15.6,15.0
2018-01-04 22:10:00,15.6,13.4
2018-01-04 22:20:00,15.525,12.2
2018-01-04 22:30:00,15.475,12.1
2018-01-04 22:40:00,15.4,12.1
2018-01-04 22:50:00,15.4,12.4
2018-01-04 23:00:00,15.4,12.3
2018-01-04 23:10:00,15.375,12.2
2018-01-04 23:20:00,15.275,12.4
2018-01-04 23:30:00,15.175,12.4
2018-01-04 23:40:00,15.2,12.8
2018-01-04 23:50:00,15.25,12.9
2018-01-05 00:00:00,15.2,12.9
2018-01-05 00:10:00,15.28,12.6
2018-01-05 00:20:00,15.36,12.6
2018-01-05 00:30:00,15.6,12.4
2018-01-05 00:40:00,15.54,12.3
2018-01-05 00:50:00,15.5,12.8
2018-01-05 01:00:00,15.525,12.7
2018-01-05 01:10:00,15.6,12.4
2018-01-05 01:20:00,15.6,13.0
2018-01-05 01:30:00,15.5,13.2
2018-01-05 01:40:00,15.6,12.4
2018-01-05 01:50:00,15.7,12.5
2018-01-05 02:00:00,15.699999999999998,12.6
2018-01-05 02:10:00,15.7,12.5
2018-01-05 02:20:00,15.8,12.6
2018-01-05 02:30:00,15.9,12.7
2018-01-05 02:40:00,16.0,12.4
2018-01-05 02:50:00,16.0,12.1
2018-01-05 03:00:00,16.02,12.4
2018-01-05 03:10:00,16.033333333333335,12.4
2018-01-05 03:20:00,16.0,12.3
2018-01-05 03:30:00,15.95,12.4
2018-01-05 03:40:00,15.9,12.7
2018-01-05 03:50:00,15.9,12.8
2018-01-05 04:00:00,15.975,12.5
2018-01-05 04:10:00,16.04,12.2
2018-01-05 04:20:00,15.98,12.4
2018-01-05 04:30:00,15.919999999999998,12.5
2018-01-05 04:40:00,16.0,12.5
2018-01-05 04:50:00,16.1,12.4
2018-01-05 05:00:00,16.1,12.6
2018-01-05 05:10:00,16.1,12.6
2018-01-05 05:20:00,16.04,12.6
2018-01-05 05:30:00,15.98,12.6
2018-01-05 05:40:00,15.9,12.5
2018-01-05 05:50:00,15.925,12.7
2018-01-05 06:00:00,15.9,15.2
2018-01-05 06:10:00,15.96,15.2
2018-01-05 06:20:00,16.0,15.5
2018-01-05 06:30:00,15.9,16.1
2018-01-05 06:40:00,15.9,15.7
2018-01-05 06:50:00,15.9,15.2
2018-01-05 07:00:00,15.800000000000002,15.4
2018-01-05 07:10:00,15.8,15.3
2018-01-05 07:20:00,15.820000000000002,15.2
2018-01-05 07:30:00,15.88,15.6
2018-01-05 07:40:00,15.84,15.7
2018-01-05 07:50:00,15.9,15.6
2018-01-05 08:00:00,15.925,15.5
2018-01-05 08:10:00,16.0,15.2
2018-01-05 08:20:00,16.0,14.0
2018-01-05 08:30:00,15.975,14.6
2018-01-05 08:40:00,16.0,14.6
2018-01-05 08:50:00,16.080000000000002,14.6
2018-01-05 09:00:00,16.1,14.5
2018-01-05 09:10:00,16.033333333333335,14.0
2018-01-05 09:20:00,16.05,14.0
2018-01-05 09:30:00,16.1,14.4
2018-01-05 09:40:00,16.1,14.8
2018-01-05 09:50:00,16.075000000000003,13.7
2018-01-05 10:00:00,16.0,13.7
2018-01-05 10:10:00,16.0,13.6
2018-01-05 10:20:00,15.9,13.4
2018-01-05 10:30:00,15.9,13.3
2018-01-05 10:40:00,15.919999999999998,14.3
2018-01-05 10:50:00,15.833333333333334,13.3
2018-01-05 11:00:00,15.9,13.8
2018-01-05 11:10:00,16.0,13.8
2018-01-05 11:20:00,15.98,13.7
2018-01-05 11:30:00,15.9,13.5
2018-01-05 11:40:00,15.84,13.4
2018-01-05 11:50:00,15.8,13.4
2018-01-05 12:00:00,15.9,13.3
2018-01-05 12:10:00,15.96,13.5
2018-01-05 12:20:00,15.96,13.5
2018-01-05 12:30:00,15.9,14.1
2018-01-05 12:40:00,15.875,13.6
2018-01-05 12:50:00,15.9,13.3
2018-01-05 13:00:00,16.05,13.2
2018-01-05 13:10:00,16.1,13.4
2018-01-05 13:20:00,16.125,13.4
2018-01-05 13:30:00,16.2,13.3
2018-01-05 13:40:00,16.2,13.2
2018-01-05 13:50:00,16.259999999999998,13.3
2018-01-05 14:00:00,16.34,13.5
2018-01-05 14:10:00,16.4,13.4
2018-01-05 14:20:00,16.4,13.1
2018-01-05 14:30:00,16.339999999999996,13.3
2018-01-05 14:40:00,16.3,13.3
2018-01-05 14:50:00,16.266666666666666,12.9
2018-01-05 15:00:00,16.259999999999998,13.1
